StructID;ClusterID;ClosestToCenter;Energy;LowEne;AptaMat;Bp;MfeDist;Probability;Structure
2231;1;0;-5.888;0;0.00;14;10.00;0.000037;.....(.((((................))))..)......((...))..((..(((((...)))))..))......
2239;1;0;-5.890;0;0.00;13;9.00;0.000037;.....(.((((................))))..)......(.....).(((..((((.....))))..))).....
2248;1;0;-5.884;0;0.00;11;10.00;0.000037;.....(.(((..................)))..)..............(((..((((.....))))..))).....
2250;1;0;-5.884;0;0.00;14;7.00;0.000037;.......((((..(..........)..))))........(...)....(((..(((((...)))))..))).....
2257;1;0;-5.879;0;0.00;14;7.00;0.000037;.......((((...(........)...))))...............(.(((..(((((...)))))..)))...).
2278;1;0;-5.878;0;0.00;14;8.00;0.000037;.......((((..(..........)..))))..(........).....(((..(((((...)))))..))).....
2290;1;0;-5.874;0;0.00;13;9.00;0.000036;.......((((..(..........)..)))).........(....)..(((..((((.....))))..))).....
2298;1;0;-5.870;0;0.00;12;7.00;0.000036;.......((((................))))...........(...).(((..((((.....))))..))).....
2299;1;0;-5.870;0;0.00;12;8.00;0.000036;.......((((...(.......)....)))).................(((..((((.....))))..))).....
2301;1;0;-5.871;0;0.00;15;10.00;0.000036;.......((((..((........))..))))..(........).....(((..(((((...)))))..))).....
2313;1;0;-5.867;0;0.00;14;21.00;0.000036;...(((...((..........)).)))......(.....)........(((..(((((...)))))..))).....
2330;1;0;-5.858;0;0.00;12;7.00;0.000035;.......((((................))))..(....).........(((..((((.....))))..))).....
2331;1;0;-5.858;0;0.00;13;9.00;0.000035;.......((((.(.............))))).......(....)....(((..((((.....))))..))).....
2340;1;0;-5.855;0;0.00;15;8.00;0.000035;....((.((((................))))..))...(......)..(((..(((((...)))))..))).....
2349;1;0;-5.850;0;0.00;15;9.00;0.000035;...(((.((((................))))..)...)).........(((..(((((...)))))..))).....
2355;1;0;-5.851;0;0.00;14;8.00;0.000035;.....(.((((...(...........)))))..)..............(((..(((((...)))))..))).....
2357;1;0;-5.845;0;0.00;12;14.00;0.000035;.....(.((((................))))..)........((.....))..(((((...)))))..........
2371;1;0;-5.840;0;0.00;12;7.00;0.000034;.......(((..................)))..........(...)..(((..(((((...)))))..))).....
2376;1;0;-5.842;0;0.00;11;10.00;0.000035;.......((((..(..........)..))))..................((..((((.....))))..))......
2385;1;0;-5.836;0;0.00;12;8.00;0.000034;.......((((....(........)..)))).................(((..((((.....))))..))).....
2387;1;0;-5.836;0;0.00;13;6.00;0.000034;(...)..((((................)))).................(((..(((((...)))))..))).....
2395;1;0;-5.839;0;0.00;15;9.00;0.000034;....((.((((................))))..)).....(....)..(((..(((((...)))))..))).....
2403;1;0;-5.833;0;0.00;14;8.00;0.000034;.......((((.(..........)...))))..(......).......(((..(((((...)))))..))).....
2430;1;0;-5.831;0;0.00;12;8.00;0.000034;........(((..(..........)..)))..................(((..(((((...)))))..))).....
2437;1;0;-5.825;0;0.00;11;9.00;0.000034;.......(((..................)))..(.....)........(((..((((.....))))..))).....
2445;1;0;-5.828;0;0.00;12;7.00;0.000034;......(.(((................)))).................(((..(((((...)))))..))).....
2498;1;0;-5.807;0;0.00;13;10.00;0.000033;....((.((((................))))..))..............((..(((((...)))))..))......
2500;1;0;-5.807;0;0.00;10;11.00;0.000033;.......((((................)))).........(.....)......(((((...)))))..........
2512;1;0;-5.801;0;0.00;10;14.00;0.000032;..(.....)...................(....)..............(((..(((((...)))))..))).....
2521;1;0;-5.803;0;0.00;11;14.00;0.000032;......(..((...............))..).................(((..(((((...)))))..))).....
2524;1;0;-5.804;0;0.00;11;16.00;0.000032;.........((..........))...(......)..............(((..(((((...)))))..))).....
2526;1;0;-5.804;0;0.00;13;9.00;0.000032;.....(.((((................))))..)............(.(((..((((.....))))..)))...).
2537;1;0;-5.801;0;0.00;11;9.00;0.000032;.......(((..................))).........(.....).(((..((((.....))))..))).....
2538;1;0;-5.801;0;0.00;14;7.00;0.000032;.......((((...(........)...)))).......(....)....(((..(((((...)))))..))).....
2548;1;0;-5.796;0;0.00;14;8.00;0.000032;.....(.((((.(.........)....))))..)..............(((..(((((...)))))..))).....
2565;1;0;-5.792;0;0.00;14;7.00;0.000032;.......((((...(...........)))))..(.....)........(((..(((((...)))))..))).....
2571;1;0;-5.785;0;0.00;10;14.00;0.000031;..(.....)..................(.....)..............(((..(((((...)))))..))).....
2572;1;0;-5.786;0;0.00;12;13.00;0.000031;.......((((................))))..(.....)..((.....))..(((((...)))))..........
2582;1;0;-5.789;0;0.00;15;8.00;0.000032;.....(.((((................))))..)...........((.(((..(((((...)))))..)))..)).
2591;1;0;-5.784;0;0.00;14;8.00;0.000031;.......((((.(.............)))))..(..........)...(((..(((((...)))))..))).....
