,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
324,......((((.((((.(((....)))))))....(((......((.....)).....)))..)))).,16,-5.902,26,0.000345
325,....((((((.(..(((((........(((.........)))......)))))..).)))....))),15,-5.902,41,0.000344
326,..............((......))...(((.........)))..........((((......)))).,9,-5.902,21,0.000344
327,........((.((((..((....)).))))..))..................((((......)))).,12,-5.901,10,0.000344
328,..(.....)..((((..((....)).))))..(...)...((.....))...((((......)))).,14,-5.897,6,0.000342
329,..((...))....((((....))))....((((.......))))........((((......)))).,14,-5.893,30,0.000340
330,.........(.((((.((......))))))..).......(((...)))...((((......)))).,14,-5.889,6,0.000337
331,...........((((.(((....)))))))....((..............))((((......)))).,13,-5.889,8,0.000337
332,.......(((.(..(((((..((....(((..(...)..))).))...)))))..).))).......,15,-5.886,43,0.000335
333,..((....((.((((...........))))..))))....((.....))...((((......)))).,14,-5.882,14,0.000333
334,.......(((.(..(((((......(.(((.........)))).....)))))..).))).......,13,-5.881,38,0.000333
335,..........((.((.....)))).....((((.......))))........((((......)))).,12,-5.88,27,0.000332
336,..............(((....)))..((.......))...((.....))...((((......)))).,11,-5.879,19,0.000332
337,..(.....)..((((.(((....))))))).....((...........))..((((......)))).,14,-5.879,9,0.000332
338,..((....((.((((..((....)).))))..))))....(((...)))...((((......)))).,17,-5.876,12,0.000330
339,..(((......((((...........))))...)))....((.....))...((((......)))).,13,-5.869,12,0.000326
340,..(((....(.((((...........))))..))))....((.....))...((((......)))).,14,-5.869,14,0.000326
341,.........(.((((((....))))...))..).......((.....))...((((......)))).,13,-5.868,15,0.000326
342,.........(.((((.((......))))))..)...((....))........((((......)))).,13,-5.868,12,0.000325
343,...((..(((.(......).)))..)).............((.....))...((((......)))).,12,-5.866,22,0.000325
344,.........(.((((.(((....)))))))..)...(......)........((((......)))).,13,-5.866,8,0.000324
345,..(((...(..((((...........)))).).)))....((.....))...((((......)))).,14,-5.864,14,0.000324
346,..(((......((((..((....)).))))...)))....(((...)))...((((......)))).,16,-5.863,10,0.000323
347,..(((....(.((((..((....)).))))..))))....(((...)))...((((......)))).,17,-5.863,12,0.000323
348,...........((((...........)))).............(((...)))((((......)))).,11,-5.861,16,0.000322
349,...((..(((.((....)).)))..)).............((.....))...((((......)))).,13,-5.858,22,0.000320
350,..(((...(..((((..((....)).)))).).)))....(((...)))...((((......)))).,17,-5.858,12,0.000320
351,.............(((......)))....((((.......))))........((((......)))).,11,-5.858,25,0.000320
352,...........((((..((....)).))))......................(((........))).,9,-5.857,8,0.000319
353,.........(.((((((....)))...)))..).......((.....))...((((......)))).,13,-5.855,13,0.000318
354,.......(((.((.(((((...(.....)((((.......))))....))))).)).))).......,15,-5.853,42,0.000317
355,..((...))..((((.(((....))))))).............(((...)))((((......)))).,16,-5.848,14,0.000315
356,...........(((..(((....))).)))...((.....))..........((((......)))).,12,-5.844,8,0.000313
357,.......(((.((.(((((.............................))))).)).))).......,10,-5.833,36,0.000307
358,..((...))..((((..((....)).))))..(...)...((.....))...((((......)))).,15,-5.825,8,0.000303
359,...........((((...........)))).....((...........))..((((......)))).,10,-5.82,13,0.000300
360,..(.....)..((((((....))))...))..........(((...)))...((((......)))).,14,-5.82,17,0.000300
361,..............(((....)))............................((((......)))).,7,-5.82,21,0.000300
362,...........(((.............)))......................((((......)))).,7,-5.817,12,0.000299
363,.........(.((((.(((....)))))))..).......(((...)))...(((........))).,14,-5.815,6,0.000298
364,...........((((.(((....))))))).......................(((......)))..,10,-5.815,6,0.000298
365,.....(((((.((.(((((..........((((.......))))....))))).)).)))....)).,16,-5.811,43,0.000296
366,......((((.((((..((....)).))))....(((..((..((.....))..)).)))..)))).,17,-5.811,29,0.000295
367,..((...))..((((.(((....))))))).....((...........))..((((......)))).,15,-5.808,11,0.000294
368,..(.....)..((((((....)))...)))..........(((...)))...((((......)))).,14,-5.807,15,0.000293
369,...........((((.((......))))))...((.....))..........((((......)))).,12,-5.806,8,0.000293
370,..(.....).(..((((....)))).)..((((.......))))........((((......)))).,14,-5.805,29,0.000293
371,...........((((.(((....)))))))...((.....)).(((...)))((((......)))).,16,-5.803,12,0.000292
372,..(.....)..((((((....))))...))......((....))........((((......)))).,13,-5.799,23,0.000290
373,.............((((....))))...............((.....))...((((......)))).,10,-5.797,17,0.000289
374,.........(.((((.(((....)))))))..)...(...........)...((((......)))).,13,-5.797,7,0.000289
375,..(.....)..((((.(((....)))))))..........((.....))...(((.((...))))).,15,-5.794,7,0.000287
376,..(.....)..((((.(((....)))))))..........((.....))...((((.(...))))).,15,-5.794,4,0.000287
377,.........(.((((.(((....)))))))..)...((....))........(((........))).,13,-5.794,12,0.000287
378,..(.....)..(((..(((....))).)))......................((((......)))).,11,-5.794,8,0.000287
379,...........((((..((....)).))))..(.......)...........((((......)))).,11,-5.791,7,0.000286
380,.......(((.((((.(((....)))))))..))..)...(((...)))...((((......)))).,17,-5.791,8,0.000286
381,..(.....)..((((.(((....)))))))..........(.......)...((((......)))).,13,-5.789,4,0.000285
382,..(.....)..((((((....)))...)))......((....))........((((......)))).,13,-5.786,21,0.000283
383,..(.....).....(((....)))....((.........))...........((((......)))).,10,-5.776,24,0.000279
384,....................(((...........)))...((.....))...((((......)))).,9,-5.774,20,0.000278
385,...(...)...((((...........))))..........((.....))...((((......)))).,11,-5.771,8,0.000277
386,...........((.(((....)))....))..........((.....))...((((......)))).,11,-5.769,13,0.000276
387,...........((((.(((....)))))))..........((.....))...((..........)).,11,-5.768,4,0.000275
388,...(...)...((((..((....)).))))..........(((...)))...((((......)))).,14,-5.765,6,0.000274
389,..(.....)..((((..((....)).))))....(.....)...........((((......)))).,12,-5.765,9,0.000273
390,..(.....)..((((...........))))...((.....))..........((((......)))).,11,-5.764,14,0.000273
391,.......(((.(..(((((..(..(((.............)))..)..)))))..).))).......,13,-5.764,39,0.000273
392,...........((((.(.....)...))))..........((.....))...((((......)))).,11,-5.759,7,0.000271
393,.....(....)((((.(((....)))))))......................((((......)))).,12,-5.759,6,0.000271
394,..(.....)..((((.((......))))))......................((((......)))).,11,-5.756,8,0.000269
395,..............(((....)))...(.((((.......)))).)......((((......)))).,12,-5.754,27,0.000268
396,...........((((.(((....)))))))..........((.....))..((........))....,11,-5.753,10,0.000268
397,..((...))..((((((....))))...))..........(((...)))...((((......)))).,15,-5.749,19,0.000266
398,.....(..((.((((...........))))..))..)...............((((......)))).,11,-5.748,16,0.000266
399,...(...)...((((..((....)).))))......((....))........((((......)))).,13,-5.745,12,0.000264
400,...........(((..(((....))).)))..(...)...((.....))...((((......)))).,13,-5.744,4,0.000264
401,...........((((.(.......).))))..........((.....))...((((......)))).,11,-5.744,6,0.000264
402,...........((((.(((....)))))))..........((.....))...(((.(.....)))).,13,-5.742,3,0.000263
403,.....(...).((((.(((....)))))))..........(((...)))...((((......)))).,15,-5.74,4,0.000262
404,...........((((.(((....)))))))....(.....)..(((...)))((((......)))).,15,-5.737,11,0.000261
405,...........((((...........))))..........((.....))...(((.((...))))).,11,-5.736,11,0.000260
406,...........((((...........))))..........((.....))...((((.(...))))).,11,-5.736,8,0.000260
407,...........((((.(((....)))))))....(((..((..((.....))..)).))).......,14,-5.736,23,0.000260
408,...........((((.(((....)))))))..........(((...)))...((..((...)).)).,14,-5.735,9,0.000260
409,..((...))..((((((....)))...)))..........(((...)))...((((......)))).,15,-5.735,17,0.000260
410,..((...)).(..((((....)))).)..((((.......))))........((((......)))).,15,-5.734,31,0.000260
411,...........((((.(((....)))))))...((.....))..........(((........))).,12,-5.732,8,0.000259
412,...........((((...........))))..........(.......)...((((......)))).,9,-5.73,8,0.000258
413,...........((((..((....)).))))..........(((...)))...(((.((...))))).,14,-5.73,9,0.000258
414,...........((((..((....)).))))..........(((...)))...((((.(...))))).,14,-5.73,6,0.000258
415,.........(.((((.(((....)))))))..)..........(((...)))((((......)))).,15,-5.729,12,0.000257
416,..((...))..((((((....))))...))......((....))........((((......)))).,14,-5.728,25,0.000257
417,..(((........((((....))))........)))....((.....))...((((......)))).,13,-5.728,23,0.000257
418,...((..(((.(......).)))..))..(((.........)))........((((......)))).,13,-5.727,30,0.000257
419,..((...))..((((.(((....)))))))..........((.....))...(((.((...))))).,16,-5.723,9,0.000255
420,..((...))..((((.(((....)))))))..........((.....))...((((.(...))))).,16,-5.723,6,0.000255
421,..((...))..(((..(((....))).)))......................((((......)))).,12,-5.723,10,0.000255
422,...((..(((.((.(((((..........((((.......))))....))))).)).))).))....,16,-5.722,44,0.000254
423,...((.....))..(((....)))...(((.........)))..........((((......)))).,12,-5.721,25,0.000254
424,............(((.(((....))))))((((.......))))........((((......)))).,14,-5.72,11,0.000254
425,...((..(((.((....)).)))..))..(((.........)))........((((......)))).,14,-5.719,30,0.000253
426,.....(...).((((.(((....)))))))......((....))........((((......)))).,14,-5.719,10,0.000253
427,.......(((.(..(((((........((...........))......)))))..).))).......,11,-5.718,36,0.000253
428,..((...))..((((.(((....)))))))..........(.......)...((((......)))).,14,-5.718,6,0.000253
429,...........((((.(((....)))))))......((....))........((..((...)).)).,13,-5.715,15,0.000251
430,..((...))..((((((....)))...)))......((....))........((((......)))).,14,-5.715,23,0.000251
431,...........(((((......)))...))..........(((...)))...((((......)))).,12,-5.714,14,0.000251
432,...........((((..((....)).))))..........((.....))....(((......)))..,11,-5.713,4,0.000251
433,......((((.((((.(((....)))))))....(((..(...............).)))..)))).,15,-5.71,23,0.000249
434,..............(((....)))....((.....))...((.....))...((((......)))).,11,-5.709,19,0.000249
435,...........((((..((....)).))))......((....))........(((.((...))))).,13,-5.709,15,0.000249
436,...........((((..((....)).))))......((....))........((((.(...))))).,13,-5.709,12,0.000249
437,...........((((.((......))))))..(...)...((.....))...((((......)))).,13,-5.706,4,0.000247
438,......(.((.((((...........))))..))..)...............((((......)))).,11,-5.706,16,0.000247
439,.......(((.((.(((((...(...)..((((.......))))....))))).)).))).......,15,-5.705,42,0.000247
440,..((...)).....(((....)))....((.........))...........((((......)))).,11,-5.705,26,0.000247
441,...........(((((......))...)))..........(((...)))...((((......)))).,12,-5.7,12,0.000245
442,.......(((.(......).))).....((.........))...........((((......)))).,10,-5.697,25,0.000244
443,..((...))..((((..((....)).))))....(.....)...........((((......)))).,13,-5.694,11,0.000242
444,..........(((((.(((....)))))))..).......((.....))...((((......)))).,14,-5.694,2,0.000242
445,...........(((((......)))...))......((....))........((((......)))).,11,-5.693,20,0.000242
446,..((...))..((((...........))))...((.....))..........((((......)))).,12,-5.693,16,0.000242
447,.....(((((.(..(((((..((....(((.........))).))...)))))..).)))....)).,16,-5.692,43,0.000242
448,.......(((..........)))......((((.......))))........((((......)))).,11,-5.689,29,0.000240
449,.......(((.((....)).))).....((.........))...........((((......)))).,11,-5.689,25,0.000240
450,.........(.((((.(((....)))))))..)..((...........))..((((......)))).,14,-5.688,9,0.000240
451,......((((.((((.(((....)))))))....(((..(...((.....))...).)))..)))).,17,-5.686,27,0.000239
452,..((...))..((((.((......))))))......................((((......)))).,12,-5.685,10,0.000239
453,....((..((.((((...........))))..))..))..((.....))...((((......)))).,14,-5.683,14,0.000238
454,..(.....)..((((.(((....)))))))......................(((........))).,11,-5.682,8,0.000238
455,...........(((((......))...)))......((....))........((((......)))).,11,-5.68,18,0.000237
456,....((..((.((((..((....)).))))..))..))..(((...)))...((((......)))).,17,-5.677,12,0.000236
457,..............((......))....((.........))...........((((......)))).,8,-5.669,21,0.000233
458,........((.((((...........))))..))..................((((......)))).,10,-5.668,14,0.000232
459,...........((((.(((....)))))))..............((...)).((((......)))).,13,-5.665,8,0.000231
460,..(.....)..((((...........))))..(...)...((.....))...((((......)))).,12,-5.664,10,0.000231
461,..(.....)(.((((.(((....)))))))..).......((.....))...((((......)))).,15,-5.664,4,0.000231
462,......((((.((((.(((....)))))))....(((......(((...))).....)))..)))).,17,-5.663,28,0.000230
463,..........((((.....)).))...(((.........)))..........((((......)))).,11,-5.661,23,0.000230
464,...........((((.(((....)))))))..........((.....))..((...)).........,11,-5.66,11,0.000229
465,.............((((....))))....(((.........)))........((((......)))).,11,-5.658,25,0.000228
466,..(.....)..((((..((....)).))))..(...)...(((...)))...((((......)))).,15,-5.658,8,0.000228
467,.....(....)((((..((....)).))))..........((.....))...((((......)))).,13,-5.657,4,0.000228
468,.......(((.(..(((((...........(((.......))).....)))))..).))).......,12,-5.654,40,0.000227
469,..(.....)..((((..(......).))))..........((.....))...((((......)))).,12,-5.654,6,0.000227
470,...(...(((.(..(((((........(((.........)))......)))))..).)))..)....,13,-5.651,38,0.000226
471,......((((((..(((((........(((.........)))......)))))...))....)))).,14,-5.65,38,0.000225
472,..(.....)..((((..((....)).)))).......((.....))......((((......)))).,13,-5.649,12,0.000225
473,...........((((.(((....)))))))..........((.....)).......((...))....,11,-5.648,11,0.000225
474,..............(((....)))...(((..(...)..)))..........((((......)))).,11,-5.648,24,0.000224
475,...........((((((....))...))))......................((((......)))).,10,-5.645,13,0.000223
476,....((((((.(..(((((..........((((.......))))....)))))..).)))....))),16,-5.644,45,0.000223
477,..((....((.((((...........))))..))))....(((...)))...((((......)))).,15,-5.643,16,0.000223
478,...........((((..((....)).)))).((.......))..........((((......)))).,12,-5.643,8,0.000222
479,.........(.((((.(((....)))))))....).....((.....))...((((......)))).,14,-5.641,2,0.000222
480,..............(((....)))..((.......))...(((...)))...((((......)))).,12,-5.641,21,0.000222
481,.......(.(.((((.(((....)))))))....).)...............((((......)))).,13,-5.637,8,0.000221
