,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
319,...((....((((....)))))).......((.((..((..((((..............)))).)).)).))....,16,-4.631,6,0.000287
320,..(((....(((......))))))....((.(.((..((..((((..............)))).)).))).))...,17,-4.63,14,0.000286
321,........(((((....))))).................((.(.....).))...((....)).(...).......,11,-4.629,31,0.000286
322,.........((((....))))....................((((..............))))....((...))..,10,-4.625,16,0.000284
323,..(.....)(((......)))..................((.(.....).))...((....)).............,9,-4.624,29,0.000283
324,..(((....((((....)))))))....((.(.((..((..((((..............)))).)).))).))...,18,-4.622,16,0.000282
325,..(.....)((((....))))..................((.(.....).))...((....)).............,10,-4.616,31,0.000279
326,..(.....)...(((.....))).......((.((..((..((((..............)))).)).)).))....,14,-4.612,13,0.000277
327,.........(((......))).........((.((..((..((((.(.(....)..)..)))).)).)).))....,15,-4.61,4,0.000277
328,.........(((......)))..................................((....)).............,5,-4.61,22,0.000277
329,...........(.((((.((((.....(((.((..............)).)))))))...)))).).(.....)..,15,-4.606,46,0.000275
330,...........(.(((((((((.....(((.(................).)))))))..))))).)..........,14,-4.606,44,0.000275
331,...((...((((......))))........)).......((.(.....).))...((....)).............,11,-4.604,31,0.000274
332,...........(.((((.((((.....(((.((..............)).)))))))...)))).)....(...).,15,-4.604,46,0.000274
333,.........((((....)))).........((.((..((..((((.(.(....)..)..)))).)).)).))....,16,-4.602,6,0.000273
334,.........(((......)))................((..((((...(.(...).)..)))).))..........,11,-4.602,12,0.000273
335,.........((((....))))..................................((....)).............,6,-4.602,24,0.000273
336,........((((......))))....................(.((((...................)))).)...,9,-4.599,27,0.000272
337,.........(((......))).........(((.....((.((((..............)))).)).....)))..,12,-4.598,16,0.000271
338,...((...(((((....)))))........)).......((.(.....).))...((....)).............,12,-4.596,33,0.000270
339,.........((((....))))................((..((((...(.(...).)..)))).))..........,12,-4.594,14,0.000269
340,.........(((......)))(((........)))....((.(.....).))...((....)).............,11,-4.594,31,0.000269
341,........((((......))))......((.(.((...((.((((..............)))).)).))).))...,15,-4.593,15,0.000269
342,.........(((......))).........((.((..((..((((..((((....)))))))).)).)).))....,17,-4.593,8,0.000269
343,........(((((....)))))....................(.((((...................)))).)...,10,-4.591,29,0.000268
344,..((....((((......))))))..................(.((((.......((....))....)))).)...,13,-4.591,33,0.000268
345,.........((((....)))).........(((.....((.((((..............)))).)).....)))..,13,-4.59,18,0.000268
346,.........(((......))).........((.((..((..((((...(........).)))).)).)).))....,14,-4.588,2,0.000267
347,......((..((.((((.((((..............(((((......))).))))))...)))).))..)).....,17,-4.587,48,0.000266
348,..((....((((......)))))).............((..((((..............)))).))..........,12,-4.586,14,0.000266
349,.........((((....))))(((........)))....((.(.....).))...((....)).............,12,-4.586,33,0.000266
350,........(((((....)))))......((.(.((...((.((((..............)))).)).))).))...,16,-4.585,17,0.000265
351,.........((((....)))).........((.((..((..((((..((((....)))))))).)).)).))....,18,-4.585,10,0.000265
352,..((....(((((....)))))))..................(.((((.......((....))....)))).)...,14,-4.583,35,0.000264
353,.........((((....)))).........((.((..((..((((...(........).)))).)).)).))....,15,-4.58,4,0.000263
354,......((..((.((((.((((.....(((.((((......))....)).)))))))...)))).))..)).....,19,-4.579,49,0.000263
355,..((....(((((....))))))).............((..((((..............)))).))..........,13,-4.578,16,0.000262
356,..(((....(((......))))))..................(.((((.......((....))....)))).)...,13,-4.577,33,0.000262
357,..(((....(((......)))))).............((..((((..............)))).))..........,12,-4.573,14,0.000260
358,...........(.((((.((((.....(((.((..............)).)))))))...)))).)..(...)...,15,-4.572,46,0.000259
359,............(((.....))).....................((((.......((....))....)))).....,9,-4.572,37,0.000259
360,...............((.((((.....(((.((..............)).))))))).))..(.(...).).....,13,-4.571,43,0.000259
361,........((((......))))....................(.((((......(.((.....)).))))).)...,12,-4.57,32,0.000258
362,..(((....((((....)))))))..................(.((((.......((....))....)))).)...,14,-4.569,35,0.000258
363,......((..((.((((.((((.....(((.(((..........)..)).)))))))...)))).))..)).....,18,-4.568,49,0.000258
364,..(((....((((....))))))).............((..((((..............)))).))..........,13,-4.565,16,0.000256
365,........(((((....)))))....................(.((((......(.((.....)).))))).)...,13,-4.562,34,0.000255
366,.........(((......))).......((.(.((..((..((((...(((....))).)))).)).))).))...,17,-4.557,14,0.000253
367,......((..((...((.((((.....(((.((..............)).))))))).)).)).))..........,15,-4.556,45,0.000253
368,......((((...(.((.((((.....(((.((..............)).))))))).)).)))))..........,16,-4.554,48,0.000252
369,......((..((.((((.((((...............................))))...)))).))..)).....,12,-4.553,40,0.000251
370,......((((.....((.((((.....(((.(................).))))))).))..))))..........,14,-4.553,45,0.000251
371,..((...))(((......)))..................((.(.....).))...((....)).............,10,-4.552,31,0.000251
372,........((((......))))......((.((..............)).))...((....)).............,10,-4.55,31,0.000250
373,.........((((....)))).......((.(.((..((..((((...(((....))).)))).)).))).))...,18,-4.549,16,0.000250
374,.........(((......))).........((.((..((..(((((........))....))).)).)).))....,14,-4.549,5,0.000250
375,............(((.....))).....((.(.((..((..((((..............)))).)).))).))...,14,-4.545,19,0.000248
376,..((...))((((....))))..................((.(.....).))...((....)).............,11,-4.544,33,0.000248
377,........(((((....)))))......((.((..............)).))...((....)).............,11,-4.542,33,0.000247
378,........((((......)))).................((.(.....).))...((....))..(........).,10,-4.541,30,0.000246
379,.........((((....)))).........((.((..((..(((((........))....))).)).)).))....,15,-4.541,7,0.000246
380,..((...))...(((.....))).......((.((..((..((((..............)))).)).)).))....,15,-4.54,15,0.000246
381,...........(((((((((.......(((.((..............)).)))........)))))))))......,14,-4.536,44,0.000244
382,.........(((......))).......................((((..((..........))...)))).....,9,-4.534,27,0.000244
383,........(((((....))))).................((.(.....).))...((....))..(........).,11,-4.533,32,0.000243
384,.........(((......)))....................((((..............))))....(.....)..,8,-4.528,13,0.000241
385,.........(((......)))........((...))...((.(.....).))...((....)).............,10,-4.527,29,0.000241
386,.........((((....)))).......................((((..((..........))...)))).....,10,-4.527,29,0.000240
387,.........((........)).........((.((..((..((((..............)))).)).)).))....,12,-4.521,2,0.000238
388,.........((((....))))....................((((..............))))....(.....)..,9,-4.52,15,0.000238
389,.........((((....))))........((...))...((.(.....).))...((....)).............,11,-4.519,31,0.000237
390,.........(((......))).........((.((..((..(((((((....)))....)))).)).)).))....,16,-4.513,6,0.000235
391,.........(((......)))............((..((..((((.(.........)..)))).)).)).......,12,-4.51,6,0.000234
392,.........((((....)))).........((.((..((..(((((((....)))....)))).)).)).))....,17,-4.505,8,0.000232
393,.............((((.((((.....(((.((..............)).)))))))...))))............,13,-4.502,45,0.000231
394,.........((((....))))............((..((..((((.(.........)..)))).)).)).......,13,-4.502,8,0.000231
395,.........(((......)))................((..((((...(((....))).)))).))..........,12,-4.5,14,0.000230
396,........((((......))))......................(((((.((..........))..))))).....,11,-4.497,31,0.000229
397,.........(((......)))....................((((...(.(...).)..)))).............,9,-4.494,16,0.000227
398,.........((((....))))................((..((((...(((....))).)))).))..........,13,-4.492,16,0.000227
399,............(((.....)))...................(.((((.......((....))....)))).)...,10,-4.492,38,0.000227
400,........(((((....)))))......................(((((.((..........))..))))).....,12,-4.489,33,0.000226
401,.........(((......))).................((........)).....((....)).............,7,-4.489,25,0.000226
402,............(((.....)))..............((..((((..............)))).))..........,9,-4.488,19,0.000225
403,......((..((.((((.((((......((.((..............)).)).))))...)))).))..)).....,16,-4.487,47,0.000225
404,.........(((......))).......(....).....((.(.....).))...((....)).............,9,-4.486,28,0.000224
405,.........((((....))))....................((((...(.(...).)..)))).............,10,-4.486,18,0.000224
406,........((((......)))).........(.((..((..((((.(.........)..)))).)).)).).....,14,-4.484,6,0.000224
407,.........((((....)))).................((........)).....((....)).............,8,-4.481,27,0.000223
408,...........(.((((.((((.....(((....................)))))))...)))).)..........,12,-4.479,42,0.000222
409,..((....((((......)))))).................((((..............)))).............,10,-4.478,18,0.000221
410,.........((((....)))).......(....).....((.(.....).))...((....)).............,10,-4.478,30,0.000221
411,........(((((....))))).........(.((..((..((((.(.........)..)))).)).)).).....,15,-4.476,8,0.000221
412,.........(((......))).......((.(..(..((..((((..............)))).)).).).))...,13,-4.476,10,0.000221
413,.........(((......)))..........((....((..((((..............)))).)).....))...,11,-4.475,10,0.000220
414,......((...(.(((((((((.....(((.((..............)).)))))))..))))).)...)).....,17,-4.474,49,0.000220
415,.........(((......)))..................((.(.....).)).......((.(.(...).)..)).,10,-4.473,27,0.000220
416,......((...(.((((.((((.....(((.(................).)))))))...)))).)...)).....,15,-4.472,46,0.000219
417,..(.....)..(.((((.((((.....(((.((..............)).)))))))...)))).)...(....).,16,-4.471,49,0.000219
418,..((....((((......))))))......((.((..((..((((.(.........)..)))).)).)).))....,17,-4.471,8,0.000219
419,.........(((......)))............((..((..((((.((.......))..)))).)).)).......,13,-4.471,8,0.000219
420,..((....(((((....))))))).................((((..............)))).............,11,-4.47,20,0.000219
421,.........(((......))).................((.((((..............)))).)).((...))..,11,-4.468,15,0.000218
422,.........((((....)))).......((.(..(..((..((((..............)))).)).).).))...,14,-4.468,12,0.000218
423,.........(.(.((((.((((.....(((.((..............)).)))))))...)))).)..).......,15,-4.467,45,0.000217
424,...(....((((......)))))................((.(.....).))...((....)).............,10,-4.467,31,0.000217
425,.........((((....))))..........((....((..((((..............)))).)).....))...,12,-4.467,12,0.000217
426,........((((......))))................((.((((.(.........)..)))).))..........,11,-4.466,17,0.000217
427,.........((((....))))..................((.(.....).)).......((.(.(...).)..)).,11,-4.465,29,0.000217
428,..(((....(((......)))))).................((((..............)))).............,10,-4.465,18,0.000217
429,..((....(((((....)))))))......((.((..((..((((.(.........)..)))).)).)).))....,18,-4.463,10,0.000216
430,.........((((....))))............((..((..((((.((.......))..)))).)).)).......,14,-4.463,10,0.000216
431,.........(((......)))..........((.....(((......)))))...((....)).............,10,-4.461,30,0.000215
432,.........((((....)))).................((.((((..............)))).)).((...))..,12,-4.46,17,0.000215
433,...(....(((((....))))))................((.(.....).))...((....)).............,11,-4.459,33,0.000214
434,........(((((....)))))................((.((((.(.........)..)))).))..........,12,-4.458,19,0.000214
435,..(((....(((......))))))......((.((..((..((((.(.........)..)))).)).)).))....,17,-4.457,8,0.000214
436,..(((....((((....))))))).................((((..............)))).............,11,-4.457,20,0.000214
437,.........(((......))).....................(.((((..((..........))...)))).)...,10,-4.455,28,0.000213
438,........((((......)))).................((.(.....).))........................,7,-4.454,27,0.000213
439,...((....(((......)))))................((.(.....).))...((....)).............,10,-4.453,31,0.000212
