,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
38388,...(...)..((.......))((((.(((....)))..))))....((((((....)))))).....((...))..,18,-3.464,31,0.000002
38389,......((.((((......)))))).....(........)......((((((....)))))).....((...))..,15,-3.464,15,0.000002
38390,.....(((((.........(............)...))))).....((((((....))))))..............,12,-3.464,24,0.000002
38391,......((((((........)))..............)))((....)).....((.((....)).)).........,12,-3.464,31,0.000002
38392,..........(((......)))....(((....)))..((((..((.(((((....))))))).))).).......,17,-3.464,23,0.000002
38393,..........(((......)))....(((....)))..((((..(.((((((....))))))).))).).......,17,-3.464,20,0.000002
38394,.....(((..((........)).)))..(.....)...((((....(((((......)))))..))).).......,15,-3.464,8,0.000002
38395,.....(((.(((........))))))............((............))(.((....)).)..........,11,-3.464,24,0.000002
38396,.....(...(((........))).)..............(((....(((((......)))))..))).........,12,-3.464,8,0.000002
38397,......((..((.......))..))..............(((....((((.(....).))))..))).(...)...,13,-3.464,13,0.000002
38398,.....(((..((........)).)))....((...(....)...)).......((.((....)).)).........,12,-3.464,29,0.000002
38399,.....(((((((...(....)...))..........))))).....((((.(....).)))).....((...))..,15,-3.464,29,0.000002
38400,.((..(((..((.(...).))..)))...))...............((((........))))......(...)...,13,-3.464,25,0.000002
38401,.....(((..((..(....))).)))(((....)))...(((..((.((((......)))))).))).........,18,-3.464,17,0.000002
38402,.....(((..((..(....))).)))(((....)))...(((..(.(((((......)))))).))).........,18,-3.464,14,0.000002
38403,.....((((.((.......)).....(((....))).)))).....(((((......))))).(.....)......,15,-3.464,32,0.000002
38404,......((((((((((....)).)))).........))))......((((.(....).)))).....((...))..,17,-3.464,33,0.000002
38405,.....(((...............)))..............((....))....(((.((....)).))...).....,10,-3.464,30,0.000002
38406,.(((.(((..........))))))..(((....)))..((((....(((((......)))))..))).).......,18,-3.464,27,0.000002
38407,.....(((..((........)).)))(...).......((((....((((((....))))))..))).).......,16,-3.464,6,0.000002
38408,...(.(((..(((......))).)))).............((....)).....((.(......).)).(...)...,13,-3.464,29,0.000002
38409,.(.(.(((.(((........)))))))...).......((....))((((((....)))))).....((...))..,18,-3.464,17,0.000002
38410,.....(((..((.......))..))).........(...(((..((..((((....)))).)).))).).......,15,-3.464,16,0.000002
38411,.....(((..((.......))..)))..(.....)....(((..((.(((........))))).))).........,14,-3.463,18,0.000002
38412,.....(((..((.......))..)))..(.....)....(((..(.((((........))))).))).........,14,-3.463,15,0.000002
38413,.(((.((............)))))................((....)).....((.((....)).))((...))..,13,-3.463,42,0.000002
38414,.....(((.(((((....))))))))....(........)......((((........))))..............,13,-3.463,15,0.000002
38415,.....(((..(.........)..)))....................(((..........)))......(...)...,8,-3.463,20,0.000002
38416,.((..((..(((........)))..))..)).......(......)(((((......))))).....((...))..,15,-3.463,25,0.000002
38417,.....((..((..........))..))........((..(((....(((((......)))))..)))..)).....,14,-3.463,15,0.000002
38418,.....(((..((((....)))).)))...................(.(((((....)))))..)...((...))..,15,-3.463,20,0.000002
38419,.....(((((......(.......)...........))))).....((((((....))))))..............,12,-3.463,23,0.000002
38420,...(.(((..(..........).))))...........((....)).......((.((....)).)).........,11,-3.463,31,0.000002
38421,.....(((.(((........)))))).........(....).....(((((.(...)))))).....((...))..,15,-3.463,14,0.000002
38422,.....(((.((((......))))))).....(..((...(((....(((((......)))))..)))...)).)..,18,-3.463,10,0.000002
38423,..............((...)).....(((....)))...(((....((((((....))))))..))).........,14,-3.463,21,0.000002
38424,.....(((..(((......))).)))...((.((.....(((..((..((((....)))).)).))))).))....,19,-3.463,19,0.000002
38425,.....(((((((.......))...............)))))...........((.(.....).))..((...))..,12,-3.463,43,0.000002
38426,.....(((..((.......))..)))...........(.(.......).)...((.((....)).)).........,11,-3.463,30,0.000002
38427,..........((.............))...........((....))((((((....))))))...(....).....,11,-3.463,23,0.000002
38428,...(.(((..((........)).))))...((............)).......((.((....)).)).........,12,-3.463,30,0.000002
38429,.....(((..(.........)..)))....................(((.((....)).))).....((...))..,11,-3.463,18,0.000002
38430,.....(((.(((........))))))(........)..((....))((((((....))))))...(....).....,16,-3.463,12,0.000002
38431,.....((((.((........))....(.....)....)))).....((((.(....).)))).....((...))..,14,-3.463,25,0.000002
38432,.(...(((.(((........))))))......)......(((....(((((......)))))..))).(...)...,16,-3.463,6,0.000002
38433,.....(((.(((........))))))(.....)..((..(((..((.(((((....))))))).))).))......,19,-3.463,11,0.000002
38434,.....(((.(((........))))))(.....)..((..(((..(.((((((....))))))).))).))......,19,-3.463,8,0.000002
38435,.....(((.(((........))))))(.....).......((....(((((......)))))..))..........,14,-3.463,6,0.000002
38436,.....(((.((((......)))))))((......))..((((....(((((......)))))..)))..)......,18,-3.463,10,0.000002
38437,.((..(((.((((......)))))))...))........(((......................))).........,12,-3.463,18,0.000002
38438,.....(((..((((....)))).)))(((....)))..((....))......((.(.....).))...(...)...,16,-3.463,39,0.000002
38439,.....(((.(((........))))))..................((.((((......))))))....((...))..,14,-3.463,17,0.000002
38440,.....(((.(((........))))))..................(.(((((......))))))....((...))..,14,-3.463,14,0.000002
38441,.....(((..(((......))).))).....(....)................((.((....)).)).........,11,-3.463,28,0.000002
38442,.....((((((..........))..............)))).....((((((....)))))).....(.....)..,13,-3.463,19,0.000002
38443,.....(((((((........)))..(....)......)))).....((((........)))).....((...))..,14,-3.463,24,0.000002
38444,...(..((..((.......))..)).)...........((((..((.(((((....))))))).))).).......,16,-3.463,18,0.000002
38445,...(..((..((.......))..)).)...........((((..(.((((((....))))))).))).).......,16,-3.463,15,0.000002
38446,.....(((((........(.........).......))))).....((((((....))))))..............,12,-3.463,24,0.000002
38447,.....((..(((((....)))))..)).................((((((((....))))....))))........,15,-3.463,24,0.000002
38448,.....(((.((..........)))))............((....))......((.(.....).))...(...)...,11,-3.463,29,0.000002
38449,.....((((((((.((....))..))).........))))).....(((((......))))).(....).......,16,-3.463,30,0.000002
38450,.....(((..((.(....).)).))).((....))....(((....((((((....))))))..))).........,17,-3.463,8,0.000002
38451,.....((((((((......))))..(.........).)))).....((((((....))))))..............,15,-3.463,18,0.000002
38452,.....(((..((..(....))).)))((......))....((....)).....((.((....)).)).........,14,-3.463,30,0.000002
38453,((...(((..((.......))..)))(((....))).....))...(((((......))))).....((...))..,17,-3.463,28,0.000002
38454,.........(((((....)))))...(((....)))..........((((.(....).))))..............,13,-3.463,24,0.000002
38455,.....(((..(..........).)))............((....))((((........))))..............,10,-3.463,17,0.000002
38456,...((((((............................))))...)).......((.((....)).)).........,10,-3.463,41,0.000002
38457,.....(((..((.......))..)))............((....))((((.(...)..)))).....((...))..,14,-3.463,25,0.000002
38458,..((...))(((........)))((.(((....)))..))......((((((....)))))).....((...))..,18,-3.463,26,0.000002
38459,......((..((((....)))).)).(((....)))..........(((((......)))))......(...)...,15,-3.462,24,0.000002
38460,.....(((.(((........))))))....((............))......((.(.....).))...(...)...,12,-3.462,28,0.000002
38461,.....(((..((........)).)))(...........).......((((((....))))))..............,12,-3.462,10,0.000002
38462,.....(((.(((........))))))....(........).............((.((....)).))((...))..,13,-3.462,27,0.000002
38463,......((..((.......))..))..........((..(((....(((((......)))))..))).))......,14,-3.462,15,0.000002
38464,.....(...............).((.(((....)))..))......((((((....)))))).....((...))..,14,-3.462,29,0.000002
38465,.........((((......))))...(((....)))..((....))......(((.((....)).)).).......,14,-3.462,41,0.000002
38466,.....(((..((.......))..)))..............((..................))..............,7,-3.462,25,0.000002
38467,.((..(((..(((......))).)))...))....((..(((....((((........))))..))).))......,17,-3.462,16,0.000002
38468,.....(((..((........)).)))....((............))((((........))))..............,11,-3.462,16,0.000002
38469,.((..((..((((......))))..))..))......(......).((((((....))))))..............,15,-3.462,21,0.000002
38470,.....(((.(((.(....).))))))....((............))((((((....)))))).....((...))..,17,-3.462,16,0.000002
38471,.....(((..(........)...)))(((....)))..........((((((....))))))......(...)...,14,-3.462,21,0.000002
38472,...(.(((.(((........))))))).(.....)...........((((((....)))))).....((...))..,16,-3.462,14,0.000002
38473,.....(((((((((.(....)..)))).........))))).....(((((.(...)))))).....((...))..,18,-3.462,33,0.000002
38474,.....(((.(((..(....)))))))..(....).....(((....((((((....))))))..))).........,17,-3.462,4,0.000002
38475,.....((............)).................((....))((((((....))))))......(...)...,11,-3.462,24,0.000002
38476,...(..((..((........)).)).)...........((....))((((((....))))))...(....).....,14,-3.462,16,0.000002
38477,.........(((........))).........((.....)).....((((((....))))))..............,11,-3.462,14,0.000002
38478,.....(((..(.........)..)))(((....)))...(((....((((.(....).))))..))).(...)...,16,-3.462,16,0.000002
38479,.....((((.(((......)))....(((....))).)))).....(((..........)))......(...)...,14,-3.462,33,0.000002
38480,.....(((.(((((....))))))))..(.....)..................((.((....)).)).........,13,-3.462,28,0.000002
38481,.....(((.((((......))))))).(.....)............((((.(....).)))).....((...))..,15,-3.462,16,0.000002
38482,.....(((..((.......))..)))............((....))......((..(....).))...(...)...,11,-3.462,33,0.000002
38483,.....(((..((...(...))).)))..............((....)).....((.((....)).)).........,12,-3.462,26,0.000002
38484,.....(((.(((........))))))....(.........).....(((..........))).....((...))..,12,-3.462,17,0.000002
38485,.....((..(((.(....).))).))..............((....)).....((.((....)).))((...))..,14,-3.462,30,0.000002
38486,.....(((...............)))(((....)))...(.(...).).....((.(......).)).........,11,-3.462,34,0.000002
38487,....((...............))...(((....)))..........((((((....)))))).....((...))..,13,-3.462,29,0.000002
38488,.((..(((..((.......))..)))...)).....(.....)...((((((....))))))......(...)...,15,-3.462,21,0.000002
38489,.(((.(.............).)))..((......))..((((....((((((....))))))..))).).......,16,-3.462,22,0.000002
38490,.....((..(((........)))..))..........(......)........((.((....)).)).........,10,-3.462,31,0.000002
38491,...(.(((..((((....)))).))))...........((....))((((........)))).....((...))..,16,-3.462,25,0.000002
38492,.....((..(((((....)))))..))............(((..((.(((........))))).)))((...))..,17,-3.462,24,0.000002
38493,.....((..(((((....)))))..))............(((..(.((((........))))).)))((...))..,17,-3.462,21,0.000002
38494,......((..((((....)))).))..........((..(((....((((((....))))))..)))..)).....,17,-3.462,12,0.000002
38495,.....((..((((......))))..)).....(.......).....((((.(....).)))).....((...))..,14,-3.462,22,0.000002
38496,...((.......)).......((((.............))))....((((((....))))))..............,12,-3.462,23,0.000002
38497,.....(((.(((........))))))..(.......).((((....((((((....))))))..))).).......,17,-3.462,4,0.000002
38498,.(...(((.(((........))))))....)...............((((((....))))))...(....).....,14,-3.462,9,0.000002
38499,...(((((((..........................)))))...))((((((....))))))..............,13,-3.462,26,0.000002
38500,.....(((...............)))...((.((.....(((....((((.(....).))))..))))).))....,15,-3.462,16,0.000002
38501,...(.(((..((.......))..))))............(((..((..((((....)))).)).)))((...))..,17,-3.462,20,0.000002
38502,.....((((.(((......)))....(((....))).)))).....(((.((....)).))).....((...))..,17,-3.462,31,0.000002
38503,.....(((..(((......))).))).............(((.....(((((....)))))...)))((...))..,16,-3.462,10,0.000002
38504,.....((..((((......)))).)).............(.(...).)....((.(.....).))...(...)...,12,-3.461,29,0.000002
38505,.....(((((...........(.............)))))).....((((((....))))))...(....).....,13,-3.461,24,0.000002
38506,.....((((.((((.(....)..))))((....))..)))).....(((((......))))).....((...))..,18,-3.461,35,0.000002
38507,.....(((.((((......)))))))....(........).............((.((....)).)).(...)...,13,-3.461,27,0.000002
38508,.....(((.(((((....))))))))(((....))).........((((((......))))).)...((...))..,19,-3.461,24,0.000002
38509,.....(((((((((((....)).)))).........)))))............((.(......).)).(...)...,15,-3.461,44,0.000002
38510,.....(((..((((....)))).)))(((....)))...(((..((..((((....)))).)).))).(...)...,20,-3.461,21,0.000002
38511,.....(((.(((........))))))(.....).......((....))......(.((....)).).((...))..,14,-3.461,27,0.000002
38512,.....(((.((((......)))))))((......))...((.....((((((....))))))...)).........,17,-3.461,8,0.000002
38513,.....((.............))................((((....((((((....))))))..))).).......,12,-3.461,14,0.000002
38514,.....(((.(((........))))))..........................((.........))...........,8,-3.461,21,0.000002
38515,.....(((.....((......)))))....................(((((......)))))..............,10,-3.461,16,0.000002
38516,..........(.........).....(((....)))....((....)).....((.((....)).)).........,10,-3.461,40,0.000002
38517,..........(((...........)))............(((....((((........))))..)))((...))..,12,-3.461,22,0.000002
38518,..((...)).((((((....)).))))............(((....((((((....))))))..)))((...))..,19,-3.461,24,0.000002
38519,.....(((..(((......))).))).........(....).....((((((....))))))..(.......)...,14,-3.461,12,0.000002
38520,.((..(((.((..........)))))...))....((..(((....((((((....))))))..))))).......,18,-3.461,10,0.000002
38521,.....(((.(((.(....).))))))(.....)......(((....(((((......)))))..))).........,16,-3.461,6,0.000002
38522,.....((..(((........))).))...(.............)..((((((....)))))).....((...))..,14,-3.461,14,0.000002
38523,.....((..(((........))).))..............((....((((.(....).))))..))..........,12,-3.461,6,0.000002
38524,......((...............))..............(((....((((........))))..))).........,9,-3.461,12,0.000002
38525,....(((.............)))...............((....))((((((....))))))..............,11,-3.461,22,0.000002
38526,.....(((.((((......)))))))......(((....(((..((.(((((....))))))).))))))......,20,-3.461,13,0.000002
38527,.....(((.((((......)))))))......(((....(((..(.((((((....))))))).))))))......,20,-3.461,10,0.000002
38528,.....(((((((.(.........)))..........))))).....((((........)))).....((...))..,14,-3.461,31,0.000002
38529,.....(((.((.(......).)))))....................((((........)))).....((...))..,12,-3.461,18,0.000002
38530,.....(((.(((((....))))))))....(.((.....(((..((.(((.(....).))))).))))).).....,20,-3.461,17,0.000002
38531,.....(((.(((((....))))))))....(.((.....(((..(.((((.(....).))))).))))).).....,20,-3.461,14,0.000002
38532,.....(((.((..........))))).............(((..((..((((....)))).)).))).(...)...,15,-3.461,11,0.000002
38533,.....(((((.....(.........)..........))))).....((((((....))))))...(....).....,13,-3.461,24,0.000002
38534,.....(((((......(........)..........))))).....((((((....))))))...(....).....,13,-3.461,24,0.000002
38535,.((..(((.((((......)))))))...))....((..(((....(((..........)))..)))..)).....,17,-3.461,16,0.000002
38536,..........((.......))..................(.(...).).....((.((....)).)).........,8,-3.461,36,0.000002
38537,.....(((.(((((....)))))))).........((..(((..((.(((........))))).))))).......,18,-3.461,17,0.000002
38538,.....(((.(((((....)))))))).........((..(((..(.((((........))))).))))).......,18,-3.461,14,0.000002
38539,.(((.((............)))))...............(((....((((.(....).))))..))).........,13,-3.461,18,0.000002
38540,.....(((...............))).............(((...(.(((((....)))))..))))((...))..,14,-3.461,14,0.000002
38541,..........((((..(....).))))............(((....(((..........)))..))).........,11,-3.461,22,0.000002
38542,..........((((.........))))...........((....))(((((......)))))...(....).....,12,-3.461,27,0.000002
38543,.....((..(((((....)))))..)).............((..((.(((((....))))))).))..........,16,-3.461,18,0.000002
38544,.....((..(((((....)))))..)).............((..(.((((((....))))))).))..........,16,-3.461,15,0.000002
38545,...(.(((..(.........)..)))).............((....)).....((.((....)).)).(...)...,12,-3.461,32,0.000002
38546,.....(((..(((......))).)))((......))..........((((((....))))))...(...)......,15,-3.461,15,0.000002
38547,.....(((......(....)...)))............((....))((((((....))))))......(...)...,13,-3.461,19,0.000002
38548,.....((((.(..(((....)))..)(((....))).)))).....((((((....))))))..............,17,-3.461,30,0.000002
38549,.....(((.((((......))))))).(.....)....((((....(((((......)))))..))).).......,17,-3.461,8,0.000002
38550,.....(((..((........)).))).............(((....((((.(....).))))..)))(.....)..,14,-3.461,6,0.000002
38551,......(..(((........))).).............((....))(((((......))))).....((...))..,13,-3.461,19,0.000002
38552,(((..(((.((((......)))))))...))).....(.(.(...).).)...((.((....)).)).........,17,-3.461,32,0.000002
38553,.....((..((((......)))).))............((....))......((.........))..((...))..,12,-3.461,32,0.000002
38554,.....(((.(((((....))))))))(((....)))...........(((((....)))))...............,16,-3.461,18,0.000002
38555,.........((((......))))................(((..((..((((....)))).)).))).........,13,-3.461,15,0.000002
38556,.....(((.((((......)))))))....((.(........).))((((((....)))))).....((...))..,18,-3.461,18,0.000002
38557,.((..((..((((......))))..))..))........(((...(.((((......))))..)))).........,16,-3.461,19,0.000002
38558,.....(((.(((((....))))))))......(.......).....((((((....)))))).(....).......,16,-3.461,13,0.000002
38559,..............((....)).((.(((....)))..))......(((((......)))))......(...)...,13,-3.461,31,0.000002
38560,.....(((.(((........))))))..(.....)...........((((.(....).))))..............,12,-3.461,10,0.000002
38561,.....(((.(((((....))))))))............((....)).........(.....).....((...))..,13,-3.461,30,0.000002
38562,.....((..((((......)))).)).(......)...........((((((....))))))..............,13,-3.461,12,0.000002
38563,.....(((..((.......))..)))......(............)(((((......)))))...(....).....,12,-3.461,18,0.000002
38564,.....(((.(((........)))))).............(.(...).)......((((....)).)).........,12,-3.461,23,0.000002
38565,.........((((......))))..(......).............((((((....))))))..............,11,-3.461,15,0.000002
38566,......((.((((......)))))).(((....)))....((....))....((.(.....).))...........,14,-3.461,32,0.000002
38567,......((((.....((.........))........))))......((((((....)))))).....((...))..,14,-3.461,30,0.000002
38568,.((..(((..((........)).)))...)).......((....)).......((.(......).)).(...)...,13,-3.461,32,0.000002
38569,.....(((...............)))((......))...(((..(..(((((....))))).).))).........,14,-3.461,14,0.000002
38570,.....(((.(((........))))))................(......)...((.((....)).)).(...)...,12,-3.461,25,0.000002
38571,.....((..(((((....))))).))............((......((((((....)))))).))...(...)...,16,-3.461,16,0.000002
38572,.....(((...............)))............(.......((((((....))))))........).....,10,-3.461,14,0.000002
38573,.....(((((................(........)))))).....(((((......)))))..............,11,-3.461,26,0.000002
38574,......((.((..........)))).(((....)))...(((....((((((....))))))..))).(...)...,17,-3.461,12,0.000002
38575,.....(((.(((((....))))))))(((....)))..(.((..((.(((((....))))))).))..).......,21,-3.46,19,0.000002
38576,.....(((.(((((....))))))))(((....)))..(.((..(.((((((....))))))).))..).......,21,-3.46,16,0.000002
38577,..........(((...........))).............((....((((((....))))))..))..........,11,-3.46,16,0.000002
38578,.....(((.((((......)))))))............(.((..((.(((((....))))))).))...)......,17,-3.46,11,0.000002
38579,.....(((.((((......)))))))............(.((..(.((((((....))))))).))...)......,17,-3.46,8,0.000002
38580,.....((..((((......))))..))............(((....(((.((....)).)))..)))((...))..,16,-3.46,15,0.000002
38581,.....(((..(.........)..)))............((((....(((((......)))))..)))...).....,13,-3.46,10,0.000002
38582,.....(((..((.......))..)))......(......)....((((((((....))))....))))........,14,-3.46,21,0.000002
38583,.........(((........)))...((......))..........((((........))))..............,9,-3.46,20,0.000002
38584,.....(((.(((((....))))))))...............(...)((((((....))))))......(...)...,16,-3.46,13,0.000002
38585,.....((..(((((....))))).))............(......)((((((....))))))..............,14,-3.46,14,0.000002
38586,.........((((......))))((.............))......((((........)))).....((...))..,12,-3.46,23,0.000002
38587,.....(((..((.......))..)))...(.......).(((..((.((((......)))))).))).........,15,-3.46,16,0.000002
38588,.....(((..((.......))..)))...(.......).(((..(.(((((......)))))).))).........,15,-3.46,13,0.000002
38589,.........((((......))))............(...(((....((((((....))))))..)))...).....,14,-3.46,10,0.000002
38590,.....(((.((((......)))))))......((.....(((..((..(((......))).)).))))).......,17,-3.46,15,0.000002
38591,......((.(((........)))))..............(((...((((((......))))).)))).........,14,-3.46,6,0.000002
38592,.....(((...............)))(((....))).....(..((((................))))..).....,11,-3.46,34,0.000002
38593,...(.(((.(((((....)))))))))...................((((((....)))))).(......).....,16,-3.46,14,0.000002
38594,.....((...((.......))...))....................((((((....)))))).....((...))..,12,-3.46,19,0.000002
38595,.....((.................))....................(((((......)))))..............,7,-3.46,16,0.000002
38596,......((.(((........)))))..((....))....(((..((.(((((....))))))).))).........,17,-3.46,11,0.000002
38597,......((.(((........)))))..((....))....(((..(.((((((....))))))).))).........,17,-3.46,8,0.000002
38598,...(..((..(((......))).)).)........(....).....((((((....)))))).....((...))..,15,-3.46,19,0.000002
38599,.....((..((((......))))..))........(.........).......((.((....)).)).........,11,-3.46,33,0.000002
38600,.....(((.((((......)))))))...........(..((....)).)..((.(.....).))...........,13,-3.46,25,0.000002
38601,(((..((..((((......))))..))..)))......((....))(((((......)))))...(....).....,17,-3.46,27,0.000002
38602,.....(((.(((........)))))).....(....)..(((..((.(((........))))).))).........,15,-3.46,11,0.000002
38603,.....(((.(((........)))))).....(....)..(((..(.((((........))))).))).........,15,-3.46,8,0.000002
38604,.....(((.(((........))))))((......))..(......)(((((......))))).....((...))..,16,-3.46,18,0.000002
38605,..........((..((....))..))(((....)))...(((....(((((......)))))..))).........,15,-3.46,22,0.000002
38606,.....(((.(((........))))))......(......)......(((((......)))))....(...).....,13,-3.46,10,0.000002
38607,...(.(((..((........)).))))...................((((.(....).))))...(....).....,12,-3.46,13,0.000002
38608,.....(((..((((....)))).)))(((....)))...(((....((((((....))))))..)))....(...),20,-3.46,14,0.000002
38609,.......((.(((.(......((((.(((....)))..))))....(((((......)))))..)..))).))...,18,-3.46,35,0.000002
38610,.....(((.((((......))))))).........((..(((....(((.((....)).)))..))))).......,17,-3.46,8,0.000002
38611,.....((..((((......))))..))...................((............)).....((...))..,10,-3.46,27,0.000002
38612,(((..((..(((........))).))...))).......(((..((.(((((....))))))).))).(...)...,19,-3.46,15,0.000002
38613,(((..((..(((........))).))...))).......(((..(.((((((....))))))).))).(...)...,19,-3.46,12,0.000002
38614,.....((..(((((....))))).)).........(...(((..((.(((((....))))))).)))...).....,18,-3.46,13,0.000002
38615,.....((..(((((....))))).)).........(...(((..(.((((((....))))))).)))...).....,18,-3.46,10,0.000002
38616,(((..(((.(((........))))))...))).....(......).((((((....)))))).....((...))..,18,-3.46,18,0.000002
38617,.((..(((...(..(....).).)))...))........(((....((((((....))))))..))).........,16,-3.46,12,0.000002
38618,.((..((..(((........)))..))..)).........((..((.(((((....))))))).))..(...)...,17,-3.46,20,0.000002
38619,.((..((..(((........)))..))..)).........((..(.((((((....))))))).))..(...)...,17,-3.46,17,0.000002
38620,......(..(((((....))))).).(((....)))...(((..((.(((((....))))))).))).........,19,-3.46,19,0.000002
38621,......(..(((((....))))).).(((....)))...(((..(.((((((....))))))).))).........,19,-3.46,16,0.000002
38622,.....(((..((........)).))).........((..(((..((.(((.(....).))))).))).))......,16,-3.46,13,0.000002
38623,.....(((..((........)).))).........((..(((..(.((((.(....).))))).))).))......,16,-3.46,10,0.000002
38624,.....(((..((........)).)))...(.............)..(((((......))))).....((...))..,13,-3.46,16,0.000002
38625,.....(((..(..........).)))(((....)))....((....))....((.(.....).))..((...))..,14,-3.46,36,0.000002
38626,.....(((.((..........))))).............(((....((((((....))))))..)))....(...),15,-3.46,4,0.000002
38627,.....(((..((........)).))).((....))...((....))((((........)))).....((...))..,15,-3.46,23,0.000002
38628,.((..(((.(((........))))))...)).......(.......)......((.((....)).)).........,13,-3.46,27,0.000002
38629,..........(((.....(((..((.(((....)))..))......((((((....))))))...)))))).....,17,-3.46,32,0.000002
38630,.....(((.((((......)))))))(.....)..(....).....((((((....))))))...(....).....,16,-3.459,12,0.000002
38631,.((..(((..((.(...).))..)))...))........(((..((.(((........))))).))).........,16,-3.459,22,0.000002
38632,.((..(((..((.(...).))..)))...))........(((..(.((((........))))).))).........,16,-3.459,19,0.000002
38633,.....(((..((.(...).))..)))....................((((((....))))))..((....).)...,14,-3.459,17,0.000002
38634,.((..((..(((((....))))).))...))...............((((........))))..............,13,-3.459,20,0.000002
38635,.....((..(((.(....).))).)).............(((....((((.(....).))))..))).........,14,-3.459,6,0.000002
38636,.....(((.(((((....))))))))..(...............).(((((......))))).....((...))..,16,-3.459,18,0.000002
38637,.....(((...............)))((......))..((....))(((((......)))))......(...)...,13,-3.459,23,0.000002
38638,.....(((..((........)).)))..............((....(((..........)))..))..........,10,-3.459,10,0.000002
38639,.....(((.(((((....)))))).))............(((....((((((....))))))..))).(...)...,18,-3.459,11,0.000002
38640,.....(((.(((((....))))))).)............(((....((((((....))))))..))).(...)...,18,-3.459,9,0.000002
38641,.((..((..((((......))))..))..)).........((....))....((.........))..((...))..,14,-3.459,38,0.000002
38642,.....(((.(((((....))))))))...................(.(((((....)))))..)............,14,-3.459,14,0.000002
38643,.....(((..(((......))).))).(......)...........(((((......)))))..............,12,-3.459,14,0.000002
38644,.....(((((((.(((....)))..)).........))))).....((((.(....).))))...(....).....,16,-3.459,29,0.000002
38645,.....(((..(..........).)))(.....).......((....)).....((.((....)).)).........,11,-3.459,28,0.000002
38646,...(.(((.(((((....))))))))).................((((................))))........,13,-3.459,27,0.000002
38647,.....(((..((.(...).))..)))((......))....((....)).....((.(......).)).........,13,-3.459,34,0.000002
38648,......((..((........)).)).....................((((........))))..............,8,-3.459,14,0.000002
38649,.((...((.(((........)))))....))...............((((((....)))))).....((...))..,15,-3.459,16,0.000002
38650,.....(((.((((......))))))).............(((....((.(........).))..))).........,13,-3.459,8,0.000002
38651,.....................((((.((......))..))))....((((........))))......(...)...,11,-3.459,29,0.000002
38652,......((.(((.(....).))))).....................((((((....)))))).....((...))..,14,-3.459,14,0.000002
38653,.....(((..(.........)..))).............(((..((.((..........)))).))).........,11,-3.459,17,0.000002
38654,.....(((..(.........)..))).............(((..(.(((..........)))).))).........,11,-3.459,14,0.000002
38655,.((..(((..((.......))..)))...)).......((....))(((((......))))).(.....)......,15,-3.459,24,0.000002
38656,.....(((..((((....)))).)))............((......(((((......))))).))...(...)...,15,-3.459,18,0.000002
38657,.....((..(((........))).))(((....)))....(......).....((.((....)).)).........,13,-3.459,30,0.000002
38658,.....(((..((((....)))).)))............((....)).((....((.((....)).)))).......,15,-3.459,33,0.000002
38659,.((..(((..(((......))).)))...))....(...)......((((((....))))))......(...)...,16,-3.459,17,0.000002
38660,.....(((...............)))(((....)))....((....(((((......)))))..))..(...)...,14,-3.459,18,0.000002
38661,.....(((..(((......))).)))(((....)))..(.......)......((.((....)).)).........,14,-3.459,33,0.000002
38662,.....((..(((........))).))....(........(((....((((((....))))))..)))...).....,15,-3.459,4,0.000002
38663,.....(((..((.......))..)))(((....))).........(((.(............).))).........,12,-3.459,33,0.000002
38664,.....(((..((((....)))).)))............(......)(((((......)))))..............,13,-3.459,16,0.000002
38665,.....(((((((((((....)).)))).........)))))......((....((.((....)).)))).......,17,-3.459,45,0.000002
38666,..........((((((....)).)))).....(......)......(((((......))))).....((...))..,14,-3.459,30,0.000002
38667,.........((((......))))...(.....).....((....))(((((......))))).....((...))..,14,-3.459,25,0.000002
38668,.....(((.(((........))))))(.....).....((....))((((((....)))))).....(.....)..,16,-3.459,13,0.000002
38669,.....((((.((((.(....)..)))).(.....)..)))).....(((((......))))).....((...))..,17,-3.459,33,0.000002
38670,.((..(((..((((....)))).).))..))........(((....((((((....))))))..))).........,18,-3.459,15,0.000002
38671,.((..(((..((((....)))).)).)..))........(((....((((((....))))))..))).........,18,-3.459,13,0.000002
38672,.....((..(((........)))..)).............((....))....((.........))...........,9,-3.459,28,0.000002
38673,......((..((.......))..)).......((.....)).....(((((......))))).....((...))..,13,-3.459,23,0.000002
38674,.....(((..((.......))..)))(((....)))..((....))......(((.(......).)).).......,14,-3.459,39,0.000002
38675,.........(((((....)))))..............................((.((....)).)).........,9,-3.458,32,0.000002
38676,.....(((..((........)).)))......(.......).....((((........))))...(....).....,11,-3.458,14,0.000002
38677,..........((........)).((.............))......((((((....))))))...(....).....,11,-3.458,16,0.000002
38678,.((..((..(((........))).))...))......................((.((....)).))((...))..,13,-3.458,32,0.000002
38679,.................(((...((.............)).)))..((((((....))))))..............,11,-3.458,24,0.000002
38680,(((..(((..((........)).)))...))).......(((..((.((((......)))))).))).(...)...,18,-3.458,17,0.000002
38681,(((..(((..((........)).)))...))).......(((..(.(((((......)))))).))).(...)...,18,-3.458,14,0.000002
38682,.....(((..((((....)))).))).........(...(((..((.((((......)))))).)))...).....,17,-3.458,15,0.000002
38683,.....(((..((((....)))).))).........(...(((..(.(((((......)))))).)))...).....,17,-3.458,12,0.000002
