,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
17038,...................(((....))).......((.((..(.....)..)).))......(....).......,9,-2.572,30,0.000005
17039,.(...)....((......)).....(((....((((((.((..((...))..)).)))))).)))...........,16,-2.572,27,0.000005
17040,.....((...........)).....((.((....(((((.....)))))....))))....(.(....).).....,13,-2.572,48,0.000005
17041,.....((...........))........((......))...........((((..((......))..)))).....,10,-2.572,40,0.000005
17042,....((....................))(((.((((((.((..((...))..)).)))))).)))..((...))..,17,-2.572,20,0.000005
17043,..((...)).((......))........(((.(((.((.((.(.....)...)).)).))).)))..((...))..,17,-2.572,26,0.000005
17044,.....(((.........)))..................................(((......)))..(...)...,7,-2.572,41,0.000005
17045,.(((((((...........(((....))).......)))...)))).........((......))...(...)...,13,-2.572,52,0.000005
17046,..........((......))......(.((.((.((....)).))))..)....(((......))).((...))..,14,-2.572,47,0.000005
17047,.....((...........))........((......)).....(((....(((.(((......))).))))))...,13,-2.572,45,0.000005
17048,.....((...........))............(......).........((((.(((......))).)))).....,10,-2.572,41,0.000005
17049,...(((((...........(((....))).......)))...))..........(((......)))..(...)...,12,-2.572,49,0.000005
17050,.........(.((.....))..).....(((.((((((.((..((...))..)).)))))).)))..((...))..,18,-2.572,20,0.000005
17051,.......(...).......(((....)))...((((((.((...........)).))))))......((...))..,14,-2.571,28,0.000005
17052,..(.....).....(((((.........(((.((((((.((..(.....)..)).)))))).))).))))).....,18,-2.571,4,0.000005
17053,...(.........)..((((.(((.((.((....(((((.....)))))....)))).)))....)))).......,17,-2.571,42,0.000005
17054,...........(.......)............((((((.((...........)).))))))......((...))..,11,-2.571,23,0.000005
17055,.......((.(((((.....((....))....((((((.((..(.....)..)).))))))...).)))).))...,18,-2.571,30,0.000005
17056,.......((.(((((.....((....))....((((((.((..(.....)..)).))))))...)).))).))...,18,-2.571,30,0.000005
17057,.......((.((((.....(.....)..(((.((((((.((.(....)....)).)))))).))).)))).))...,19,-2.571,25,0.000005
17058,...(...............)............((((((.((...........)).))))))......((...))..,11,-2.571,23,0.000005
17059,..(.........)...............(((.((((((.((..((...))..)).)))))).)))...........,14,-2.571,16,0.000005
17060,.((............))...........(((.((((((.((..(.....)..)).)))))).)))(....).....,15,-2.571,14,0.000005
17061,................(..(((.(((.............))).))))..((((.(((......))).)))).....,14,-2.571,48,0.000005
17062,.....((...........))......((((.((.((....)).)))).))....((....))......(...)...,13,-2.571,49,0.000005
17063,.....((...........))......((((.((.((....)).))))).)....((....))......(...)...,13,-2.571,49,0.000005
17064,..........((......)).........(..((((((.((..((...))..)).))))))).....((...))..,15,-2.571,25,0.000005
17065,.......((.(((((....)........((..((((((.(.............).))))))..)).)))).))...,16,-2.571,26,0.000005
17066,.((((.......)).))...........((..((((((.((..((...))..)).))))))..))..((...))..,18,-2.571,24,0.000005
17067,...((.......)).....(((....))).....(((((.....)))))..((.(((......))).)).......,15,-2.571,52,0.000005
17068,......(............)............((((((.((..(.....)..)).))))))......((...))..,12,-2.571,21,0.000005
17069,...((.......)).....(((.(((..((......)).))).))).........((......))..((...))..,14,-2.571,50,0.000005
17070,..(.....)..........(((.(((.(.........).))).)))........(((......)))..(...)...,12,-2.571,49,0.000005
17071,.......(......)......(....).(((.((((((.((..((...))..)).)))))).)))..((...))..,17,-2.571,19,0.000005
17072,................(((.......(.(((.((((((.(.............).)))))).))))))).......,14,-2.571,11,0.000005
17073,.......((....)).....((....))(((.((((((.((..((...))..)).)))))).)))...(...)...,18,-2.571,22,0.000005
17074,.....(((.........)))........((......)).....((...))....((....))..............,9,-2.571,41,0.000005
17075,.....(.......)..............((..((((((.((..(.....)..)).))))))..))..((...))..,14,-2.571,18,0.000005
17076,...(...)..((....((((........(((.((((((.((.(.....)...)).)))))).))))))))).....,19,-2.571,12,0.000005
17077,..........(.....((((........((..((((((.((..(.....)..)).))))))..)))))).).....,16,-2.571,7,0.000005
17078,.(((((((.(.........(((....)))....)..)))...))))........((....))..............,13,-2.571,54,0.000005
17079,.(...)....((......))........(((.(((.((.((...........)).)).))).)))...(...)...,14,-2.571,21,0.000005
17080,..........((......)).....((.((.(..(((((.....))))).)..))))...................,12,-2.571,49,0.000005
17081,.((..(.......).))..(((.(((..((......)).))).)))........(((......)))..(...)...,15,-2.571,50,0.000005
17082,.......((.((((.....((...))(.(((.((((((.((...........)).)))))).)))))))).))...,20,-2.571,26,0.000005
17083,.....((..(.....)..))............((((((.((..(.....)..)).)))))).......(...)...,13,-2.57,22,0.000005
17084,..((...))..........(((....)))......((((.....))))......((....))..............,11,-2.57,51,0.000005
17085,..........((......)).......(((.((..........)))))......(((......)))..........,10,-2.57,45,0.000005
17086,.....((...........))....(((.(((.(.....)..))).))).((((.(((......))).)))).....,16,-2.57,50,0.000005
17087,.......((.((((..(..((..((((.((....((....)))).)))).))..((....))..).)))).))...,19,-2.57,59,0.000005
17088,.............(..((((........(((.((((((.((.....(....))).)))))).)))))))...)...,17,-2.57,10,0.000005
17089,..........((((.....(((....)))((.(((.((.((...........)).)).))).))..))))......,16,-2.57,26,0.000005
17090,.....(((.........)))........(((.....((.((..((...))..)).)).....)))...........,12,-2.57,25,0.000005
17091,...((.......))..((((........(((.((((.(.((..(.....)..)).).)))).))))))).......,17,-2.57,10,0.000005
17092,.(.........)..((((((........(((.((((((.((..(.......))).)))))).))))))))).....,19,-2.57,5,0.000005
17093,.....(((.........)))......(.....)..((((.....))))......((....)).....((...))..,12,-2.57,49,0.000005
17094,.....(.......)..((((.((((((.((.(..((((.......)))).)..))))))))....)))).......,18,-2.57,43,0.000005
17095,...((............)).........(((.((((((.((..(......).)).)))))).)))..((...))..,16,-2.57,19,0.000005
17096,..((...)).....((((((.....(((....((((((.......(((....))))))))).))))))))).....,20,-2.57,23,0.000005
17097,..........((((.....(..(((((.((....(((((.....)))))....))))))).)....))))......,17,-2.57,53,0.000005
17098,...................((..(((((((......)))......)))).))..(((......)))..(...)...,13,-2.57,51,0.000005
17099,...................(((.((..(((......))).)).)))...((((..((......))..)))).....,14,-2.57,47,0.000005
17100,..........((((...(...((((((.......(((((.....)))))......))))))...).))))......,16,-2.57,52,0.000005
17101,.......((....))....(((....))).....((((.......)))).....(((......)))..(...)...,13,-2.57,49,0.000005
17102,...................................((((.....))))...((.(((......))).)).......,9,-2.569,43,0.000005
17103,.......((...........))......(((.((((((.((...........)).)))))).)))(....).....,14,-2.569,18,0.000005
17104,.....(((.........)))........(((.((.(((.((..(.....)..)).))).)).)))(....).....,15,-2.569,17,0.000005
17105,.....(.(...).)..((((........(((.((((((.(.............).)))))).))))))).......,16,-2.569,12,0.000005
17106,.(((((((...........(....)...........)))...))))........((....)).....((...))..,12,-2.569,52,0.000005
17107,..........((......))........(((..(((((.......(((....))))))))..)))...........,13,-2.569,26,0.000005
17108,.(....)...((......))................(((.....)))..((((.(((......))).)))).....,13,-2.569,47,0.000005
17109,...................(((.(((.............))).)))...(.((.(((......))).)))......,12,-2.569,46,0.000005
17110,.((((.....(((......(((....)))........)))..))))........((....))......(...)...,13,-2.569,54,0.000005
17111,.......((.((....((((........(((.((.(((.((..(.....)..)).))).)).)))))))))))...,19,-2.569,12,0.000005
17112,...(...)..((((..(.(..((((((.((....(((((.....)))))....))))))))..)).))))......,20,-2.569,55,0.000005
17113,...((..((....))..))...............(((((.....))))).....((....)).....((...))..,13,-2.569,51,0.000005
17114,.....((...........)).....((.(((.(......).))).))..((((.(((......))).)))).....,15,-2.569,47,0.000005
17115,.....(((...........(((....))).......)))................((......))...........,8,-2.569,44,0.000005
17116,.((....((....))))...........(((.((((((.((..((...))..)).)))))).)))...........,17,-2.569,19,0.000005
17117,.(....)...((......))........(((.((((((.((.....(....))).)))))).)))...(...)...,16,-2.569,21,0.000005
17118,...........((((....(((.(((..((......)).))).)))........))))...(.(....).).....,14,-2.569,49,0.000005
17119,.......((.....(.((((........(((.((((((.((..(.....)..)).)))))).))))))).)))...,19,-2.569,6,0.000005
17120,.......((.((((.........((((....((.((....)).)))))).................)))).))...,14,-2.569,55,0.000005
17121,...(...)..((......))..............(((((.....))))).....(((......))).((...))..,13,-2.569,49,0.000005
17122,.......((.((((.....(........(((..(((((.((...........)).)))))..)))))))).))...,17,-2.569,22,0.000005
17123,.......((.(.....((((........(((..(((((.((...........)).)))))..)))))))).))...,17,-2.569,13,0.000005
17124,.......((.((((....(.........(((..(((((.((...........)).)))))..)))))))).))...,17,-2.569,24,0.000005
17125,.......((.(........)))......(((.((((((.((..(.....)..)).)))))).)))...(...)...,16,-2.569,18,0.000005
17126,...................((...))..((..((((((.((..(.....)..)).))))))..))...(...)...,14,-2.569,18,0.000005
17127,.....(((.........)))........((...((.....))...)).......((....)).....((...))..,11,-2.569,46,0.000005
17128,.....((...........))......(.(((.((((((.((...........)).)))))).)))).(.....)..,15,-2.569,18,0.000005
17129,.......(......).((((........(((.((.(((.((..(.....)..)).))).)).))))))).......,16,-2.569,7,0.000005
17130,..........................((...)).((((.......)))).....((....)).....((...))..,10,-2.569,47,0.000005
17131,..............(..(((........(((.((((((.((..(.....)..)).)))))).))))))).......,16,-2.569,6,0.000005
17132,........(.((((............(.(((.((((((.((..((...))..)).)))))).)))))))).)....,19,-2.568,21,0.000005
17133,..........((......))........(((.((((((.(.(.(.....)..)).)))))).)))...(...)...,15,-2.568,18,0.000005
17134,.....(((........).))........((......))...........((((.(((......))).)))).....,12,-2.568,42,0.000005
17135,......(...................).(((.((((((.((..(.....)..)).)))))).)))...........,13,-2.568,14,0.000005
17136,..........((......))...((((.(((.(......).))).))))..((.(((......))).)).......,15,-2.568,50,0.000005
17137,.....((...........)).........(....((((.......)))))....((....)).....((...))..,11,-2.568,46,0.000005
17138,..............(((((..(....).(((.((((((.(.............).)))))).))).))))).....,16,-2.568,8,0.000005
17139,.......((.((......))))..........((((((.(.............).))))))......((...))..,13,-2.568,30,0.000005
17140,.(..(...).).....((((........(((.((((((.((...........)).)))))).))))))).......,17,-2.568,10,0.000005
17141,.......((.(((((....(((....)))...((.(((.((...........)).))).))...)).))).))...,17,-2.568,34,0.000005
17142,.......((.(((((....(((....)))...((.(((.((...........)).))).))...).)))).))...,17,-2.568,34,0.000005
17143,.(.((.......))..)...........(((.((((((.((...........)).)))))).)))...(...)...,15,-2.568,20,0.000005
17144,.......((....))...........(.(((.((((((.((...........)).)))))).)))).((...))..,16,-2.568,20,0.000005
17145,...(...)..((((..............(((.((((((.(.............).)))))).))).))))......,15,-2.568,22,0.000005
17146,.(.........).......((...))..(((.((((((.((..(.....)..)).)))))).)))..((...))..,17,-2.568,19,0.000005
17147,...(..((..((......)).....))..)..((((((.((..(.....)..)).))))))......((...))..,16,-2.568,27,0.000005
17148,.............(((((((........(((.((.(((.(.............).))).)).))))))))).)...,16,-2.568,8,0.000005
17149,.....(((.........))).....((..................)).......((....))......(...)...,8,-2.568,46,0.000005
17150,..........................(.(((.(((.((.((...........)).)).))).))))..........,11,-2.568,17,0.000005
17151,....(..((.((((............(.(((.((((((.((..(.....)..)).)))))).)))))))).)))..,20,-2.568,23,0.000005
17152,.......((.(.......).))...(..(((.((((((.((..(.....)..)).)))))).)))...).......,16,-2.568,18,0.000005
17153,.......((.((((.......(((((((((....((....))...))).......)))))).....)))).))...,17,-2.568,55,0.000005
17154,................(.........).(((.((((((.((..(.....)..)).)))))).)))...(...)...,14,-2.568,14,0.000005
17155,...(...)...........(.....)..(((.((((((.((...........)).)))))).)))..((...))..,15,-2.567,19,0.000005
17156,..........((......)).....((.(((..........))).)).......((....))...(....).....,10,-2.567,46,0.000005
17157,.......((.((((...(...........((.((((((.((..((...))..)).)))))).))).)))).))...,19,-2.567,24,0.000005
17158,.(............).............((..((((((.((..((...))..)).))))))..))..((...))..,15,-2.567,19,0.000005
17159,..............((((((........(((..(((((.((..(.....)..)).)).))).))))))))).....,17,-2.567,8,0.000005
17160,..............((((((........(((..(((((.((..(.....)..)).).)))).))))))))).....,17,-2.567,10,0.000005
17161,.....(((.........)))......(.(((.((((((.(.............).)))))).))).).(...)...,15,-2.567,21,0.000005
17162,.......((.((((.....((...))..(((..(((((.(.............).)))))..))).)))).))...,17,-2.567,29,0.000005
17163,...(...)......((((((........(((.((.(((.(.............).))).)).))))))))).....,16,-2.567,8,0.000005
17164,..........((......)).....(((....((((((.(.............).)))))).)))..(.....)..,13,-2.567,28,0.000005
17165,.........(.....)((((.....(((....((((((.((..(.....)..)).)))))).))))))).......,17,-2.567,14,0.000005
17166,..(.....)....(((((((.....(((....((((((.((...........)).)))))).))))))))).)...,19,-2.567,15,0.000005
17167,.....((((....))...))........((..((((((.((..((...))..)).))))))..))...........,16,-2.567,21,0.000005
17168,..........................(.....)...(((.....))).......((....)).....((...))..,8,-2.567,45,0.000005
17169,.(.((.......))..)..(((.(((..((......)).))).)))........((....))......(...)...,14,-2.567,52,0.000005
17170,.....................(....).(((.(((.((.((..(.....)..)).)).))).)))...(...)...,13,-2.567,17,0.000005
17171,.......((.(((((....(((....))))..((((((.((..((...))..)).)))))).....)))).))...,20,-2.567,32,0.000005
17172,..........((......))...........((.((....)).)).(..((((.(((......))).)))).)...,14,-2.567,46,0.000005
17173,..........((......))............((((((.(((........).)).))))))......((...))..,13,-2.567,26,0.000005
17174,.......((.((((.....(((....)))...((.(((.(.............).))).)).....)))).))...,15,-2.567,36,0.000005
17175,......((.................)).......(((((.....)))))((((.(((......))).)))).....,14,-2.567,49,0.000005
17176,......((.................)).(((.((.(((.(.............).))).)).)))..((...))..,13,-2.567,24,0.000005
17177,.................(.(((.(((..((......)).))).))).)...((..((......))..)).......,13,-2.567,46,0.000005
17178,..........(........).........((.((((((.((..(.....)..)).)))))).))...((...))..,14,-2.567,17,0.000005
17179,..........((......))......(.((..((((((.((...........)).))))))..)).)((...))..,15,-2.567,21,0.000005
17180,...................(((....)))...(.....)...............(((......)))..(...)...,8,-2.567,43,0.000005
17181,..........(((......(((....)))........)))...((...))....(((......)))..........,11,-2.567,45,0.000005
17182,.(((......................))).....((((.......)))).....(((......)))..........,10,-2.567,46,0.000005
17183,..((..((.................))..))...(((((.....))))).....((....))......(...)...,12,-2.567,51,0.000005
17184,......((...).)..((((........(((.((((((.((..((...))..)).)))))).))))))).......,19,-2.567,10,0.000005
17185,.....(.(......)...).........(((.((((((.((..(.....)..)).)))))).)))..((...))..,16,-2.567,16,0.000005
17186,...................((..((((.((......)).......)))).))..((....)).....((...))..,12,-2.567,51,0.000005
17187,.(....).......((((((((....))(((.((((((.((..(.....)..)).)))))).))))))))).....,21,-2.567,6,0.000005
17188,....................................((....))..........((....)).....((...))..,6,-2.567,41,0.000005
17189,.......((.((((..(..(((....)))...((((((.......(((....)))))))))...).)))).))...,19,-2.567,40,0.000005
17190,..........((......))....((((((......)))......))).((((.(((......))).)))).....,15,-2.567,49,0.000005
17191,...(.........)..............(((..(((((.((..((...))..)).)))))..)))..((...))..,15,-2.567,20,0.000005
17192,.....(.......).....(.....)..(((.((((((.((..((...))..)).)))))).)))..((...))..,17,-2.567,19,0.000005
17193,..........(.......)..(....).(((.((((((.((..((...))..)).)))))).)))..((...))..,17,-2.567,19,0.000005
17194,..((...))............(....).(((.((((((.((...........)).)))))).)))...........,14,-2.567,20,0.000005
17195,.(.((..(......)..))..)......(((.((((((.((..((...))..)).)))))).)))...(...)...,18,-2.567,20,0.000005
17196,.((((.....((((.....(((....))).......))))..))))........((....))...(....).....,14,-2.567,54,0.000005
17197,.(....)..............(....).(((.((((((.((..((...))..)).)))))).)))..((...))..,17,-2.567,20,0.000005
17198,..(.....)...................(((.((((((.((...........)).)))))).)))(....).....,13,-2.567,16,0.000005
17199,.(((((((...........((...))..........)))...))))........((....))..............,11,-2.566,52,0.000005
17200,.......((.((((..(..(.(((.((.......((((.......))))......)).))))..).)))).))...,17,-2.566,54,0.000005
17201,......((....................))......((.......)).......(((......))).((...))..,9,-2.566,43,0.000005
17202,.....(((.........)))........((.((.(......).)))).......((....)).....((...))..,12,-2.566,48,0.000005
17203,...................(((.(((..((......)).))).))).......(.(............).).....,10,-2.566,44,0.000005
17204,...................(((....)))...((.(((.(.............).))).))......((...))..,11,-2.566,30,0.000005
17205,.....((...........))......(.....).((((.......)))).....((....))......(...)...,10,-2.566,46,0.000005
17206,..((((((...........(((....))).......)))...)))....((...(((......))).)).......,14,-2.566,51,0.000005
17207,.......((.((((..(....(((((..((.(..(((((.....))))).)..)).)))))...).)))).))...,20,-2.566,58,0.000005
17208,.....(((........).))..............(((((.....))))).....(((......)))..........,11,-2.566,46,0.000005
17209,..........(((((....((..((((.(((..........))).)))).))..((....))..).))))......,16,-2.566,55,0.000005
17210,..........(((((....((..((((.(((..........))).)))).))..((....))..)).)))......,16,-2.566,55,0.000005
17211,...((.......)).....(.....)..(((.((((((.(.............).)))))).)))..((...))..,15,-2.566,23,0.000005
17212,.....(((.........)))...((((.(((..........))).)))).....(((......)))..........,13,-2.566,50,0.000005
17213,.(((......((......))......))).......(((.....))).......((....))......(...)...,11,-2.566,50,0.000005
17214,.(((.........).))..(((....)))...((((((.((..((...))..)).))))))......((...))..,18,-2.566,30,0.000005
17215,.......((.((((.......((((((.((.........(.....).......)))))))).....)))).))...,15,-2.566,52,0.000005
17216,...(...).................(((....((((((.((..(.....)..)).)))))).)))..((...))..,15,-2.566,25,0.000005
17217,..(.....).......((((.(((((((((.((.((....)).))))).......))))))....)))).......,18,-2.566,43,0.000005
17218,.((............)).........(.(((.((((((.((..((...))..)).)))))).))))..........,16,-2.566,17,0.000005
17219,..........((......))......((...((.((....)).))...))....((....))..............,10,-2.566,46,0.000005
17220,.......(...)..(.((((........(((.((((((.((...........)).)))))).))))))).).....,17,-2.566,6,0.000005
17221,.....((...........))........(((..(.(((.((..((...))..)).))).)..)))...(...)...,14,-2.566,21,0.000005
17222,..........((......)).....(..(((.(((.((.((..(.....)..)).)).))).)))....)......,14,-2.565,17,0.000005
17223,.......(..((......)).)....(.(((.((((((.((...........)).)))))).))))..........,15,-2.565,19,0.000005
17224,...(...)..((......)).......(((.((.((....)).)))))......((....)).....((...))..,14,-2.565,51,0.000005
17225,.....((...........))......(((((.((.(((.((..((...))..)).))).)).)))......))...,16,-2.565,22,0.000005
17226,...((.......))..............((..((((((.((...........)).))))))..))...(...)...,13,-2.565,21,0.000005
17227,..........((......))......(.((..(((.((.((..(.....)..)).)).)))..))).((...))..,15,-2.565,21,0.000005
17228,..........((((....(..((.(((.((....((((.......))))....))))).))..)..))))......,16,-2.565,50,0.000005
17229,.(((((((...........(((....))).......)))...)))).........(....)......((...))..,13,-2.565,53,0.000005
17230,..........((......))...........((..........)).........(((......)))..........,7,-2.565,41,0.000005
17231,..........(((......(((....)))........))).....(((....)))............((...))..,11,-2.565,50,0.000005
17232,.(...).......(((((((........(((.((((((.((...........)).)))))).))))))))).)...,19,-2.565,6,0.000005
17233,..((...)).(((((....)........(((.((((((.((..((...))..)).)))))).))).))))......,20,-2.565,22,0.000005
17234,..........((......))...........((.((....)).))(((....)))............((...))..,11,-2.565,47,0.000005
17235,..((...)).((......))................(((.....))).......(((......)))..........,10,-2.565,47,0.000005
17236,...(...)........................((((((.((..((...))..)).))))))......((...))..,13,-2.565,24,0.000005
17237,.(........)...((((((.(....).(((.((((((.((..(.....)..)).)))))).))))))))).....,20,-2.565,4,0.000005
17238,..........((((..............(((.((..((.((..((...))..)).))..)).))).))))......,15,-2.565,22,0.000005
17239,...(.........)...(.(((.(((..((......)).))).))).)......((....))..............,12,-2.565,49,0.000005
17240,...(...)..((......))................((.......)).......((....)).....((...))..,9,-2.565,46,0.000005
17241,.....((..(.......)))........(((.((((((.((...........)).)))))).)))..((...))..,16,-2.565,19,0.000005
17242,.......((((..................))))..((((.....)))).((...(((......))).)).......,13,-2.565,48,0.000005
17243,.......((((.(.............)..)))).(((((.....))))).....((....)).....((...))..,14,-2.565,53,0.000005
17244,................(((((......)(((.((((((.((..((...))..)).)))))).))))))).......,18,-2.565,8,0.000005
17245,.......((.(((......(((....)))((.((((((.((...........)).)))))).))...))).))...,18,-2.565,27,0.000005
17246,..........((......)).......(((...............))).((...(((......))).)).......,10,-2.565,44,0.000005
17247,...((..((....))..))..((((((.((....(((((.....)))))....))))))))...............,17,-2.565,54,0.000005
17248,............................(((.(((..(.((..(.....)..)).)..))).)))...(...)...,11,-2.565,17,0.000005
17249,...(...)..((......)).(....).(((.((((((.((..(.....)..)).)))))).)))..((...))..,18,-2.564,20,0.000005
17250,.....(((.........)))........(((.((..((.((...........)).))..)).)))...(...)...,13,-2.564,22,0.000005
17251,..........((((..(..(.(((((..((....((((.......))))....)).))))))..).))))......,17,-2.564,51,0.000005
17252,.......((.((((....(.............((((((.((..((...))..)).))))))....))))).))...,17,-2.564,28,0.000005
17253,.......((.((......))))...(((....((((((.((...........)).)))))).)))...(...)...,16,-2.564,30,0.000005
17254,.......((..((.....))))......(((.((((((.((..((...))..)).)))))).)))...........,17,-2.564,20,0.000005
17255,......((....))..((((.....(((....((((((.(.............).)))))).))))))).......,16,-2.564,21,0.000005
17256,....................((.(((.(.........).))).))....((((.(((......))).)))).....,13,-2.564,47,0.000005
17257,..........((((..(.(..(((.((.((.(..(((((.....))))).)..)))).)))..)).))))......,19,-2.564,54,0.000005
17258,.(....)...((......))...((((....((.((....)).)))))).....((....)).....((...))..,15,-2.564,55,0.000005
17259,.(....)....(......).........(((.((((((.((..(.....)..)).)))))).)))..((...))..,16,-2.564,17,0.000005
17260,.......((.(((.(..............((.((((((.((..(.....)..)).)))))).)))..))).))...,17,-2.564,21,0.000005
17261,.......((.((((....(..(((((((((...............))).......))))))..)..)))).))...,16,-2.564,54,0.000005
17262,..................(.((.......)).)...(((.....)))..((((.(((......))).)))).....,13,-2.564,45,0.000005
17263,...((.......)).....((......))...((((((.((..(.....)..)).))))))......((...))..,15,-2.564,26,0.000005
17264,..(.....)..........(((.(((..((......)).))).)))...(.((.(((......))).)).).....,15,-2.564,48,0.000005
17265,...........(.......)......(.(((.((((((.((..(.....)..)).)))))).)))).((...))..,16,-2.564,16,0.000005
17266,.((((((((((..................)))....)))...))))........((....))......(...)...,13,-2.564,54,0.000005
17267,.......((.(((.(...........).(((.((((((.((...........)).)))))).)))..))).))...,17,-2.564,22,0.000005
17268,................((((.....(((.(...(((((.((...........)).))))).)))))))).......,15,-2.564,18,0.000005
17269,...(...............)......(.(((.((((((.((..(.....)..)).)))))).)))).((...))..,16,-2.564,16,0.000005
17270,.....(((.........)))......(.(((.((.(((.((..((...))..)).))).)).))))..........,16,-2.564,20,0.000005
17271,.......((((..................))))...((.((..((...))..)).))...........(...)...,11,-2.564,34,0.000005
17272,..............((((((........(((.(((((((..............).)))))).))))))))).....,16,-2.564,7,0.000005
17273,...................(((.(((.(.........).))).)))(....)..((....)).....((...))..,12,-2.564,51,0.000005
17274,.......((.(((((..((.............((((((.(.............).)))))))).).)))).))...,16,-2.564,31,0.000005
17275,.......((.(((((..((.............((((((.(.............).)))))))).)).))).))...,16,-2.564,31,0.000005
17276,............................(((.((((((.((.(....)....)).)))))).)))...(...)...,13,-2.563,17,0.000005
17277,.....(.............)........(((.((((((.......(((....))))))))).)))..((...))..,15,-2.563,25,0.000005
17278,.....((.........((((.((.(((.((....(((((.....)))))....))))).))....)))))).....,18,-2.563,42,0.000005
17279,.(...).............(((....)))...((((((.((...........)).))))))......((...))..,14,-2.563,28,0.000005
17280,.......((.(((.(..((..((((((.((.(..((((.......)))).)..)))))))))).)..))).))...,21,-2.563,57,0.000005
17281,.....(((.........(.(((.(((..((......)).))).)))..)......)))..................,12,-2.563,48,0.000005
17282,.(....).......((((((........(((..(((((.(.............).)))))..))))))))).....,16,-2.563,8,0.000005
17283,.......((.((((...((..((((((.((.(...((((.....))))..)..))))))))..)).)))).))...,21,-2.563,58,0.000005
17284,..........((......)).....((....((.((....)).))))..((((..((......))..)))).....,14,-2.563,47,0.000005
17285,.(.((.......)))....(((....)))...((((((.((..((...))..)).))))))......((...))..,18,-2.563,31,0.000005
17286,.......(........)..(((....)))...((((((.((..(.....)..)).)))))).......(...)...,14,-2.563,24,0.000005
17287,.....((...........))........((.((.((....)).)))).......((....)).(.....)......,11,-2.563,45,0.000005
17288,...................(((....))).....((((.......)))).....((....)).....(.....)..,10,-2.563,47,0.000005
17289,..........((......))......((....((((((.((...........)).)))))).))...((...))..,14,-2.563,26,0.000005
17290,...................((..((((.((..(.....)...)).)))).))..((....)).....((...))..,13,-2.563,53,0.000005
17291,..((...)).((......))........((.((.((....)).))))..((...(((......))).)).......,15,-2.562,49,0.000005
17292,.(...)....((....((((.((((((.((....(((((.....)))))....))))))))....)))))).....,20,-2.562,45,0.000005
17293,................((((........(((.(((.(((((.(.....).)))))...))).))))))).......,16,-2.562,22,0.000005
17294,.........(((......))..).....(((.((((((.((...........)).)))))).)))..((...))..,16,-2.562,20,0.000005
17295,......((..((......)).....)).(((.((.(((.((..(.....)..)).))).)).)))...........,15,-2.562,20,0.000005
17296,.......((.(((......((..((((.(((.((....)).))).)))).))..(((......))).))).))...,19,-2.562,58,0.000005
17297,.......((.((((....(..((((((..(.(..(((((.....))))).)..).))))))..)..)))).))...,20,-2.562,58,0.000005
17298,.(........)...(....)........(((.((((((.(.............).)))))).)))..((...))..,14,-2.562,20,0.000005
17299,..(.....)...........((.(((..((......)).))).)).........(((......)))..........,11,-2.562,46,0.000005
17300,...((............)).........(((.((.(((.((...........)).))).)).)))...........,12,-2.562,18,0.000005
17301,..((...)).....(....)........((..((((((.((..(.....)..)).))))))..))...........,14,-2.562,18,0.000005
17302,..((...)).((....((((........(((..(((((.((...........)).)))))..))))))))).....,18,-2.562,14,0.000005
17303,.....(((.........)))....(((..................)))......(((......)))..........,9,-2.562,46,0.000005
17304,..........((......))...(((..((......)).))).(.....)....(((......))).((...))..,13,-2.562,43,0.000005
17305,..........((((...(.(((.(((.(.........).))).))).)......((....))....))))......,14,-2.562,52,0.000005
17306,..........((......)).(......(((.(((.((.((..(.....)..)).)).))).))).....).....,14,-2.562,17,0.000005
17307,.....((...........))............((....))...(.....)....((....)).....((...))..,9,-2.562,41,0.000005
17308,.......((.((((..((.(((.(((.............))).))).)......((....))..).)))).))...,16,-2.562,55,0.000005
17309,..((...))..........(((.((...............)).)))........((....)).....((...))..,11,-2.562,51,0.000005
17310,.....(((....).....))........(((.((((((.((..((...))..)).)))))).)))...(...)...,17,-2.562,19,0.000005
17311,.....((...........))((.(((..((......)).))).)).........((....))......(...)...,12,-2.562,48,0.000005
17312,.(..............)...........(((.((((((.(.............).)))))).)))...(...)...,12,-2.562,18,0.000005
17313,..........((......))...((((..................))))((...(((......))).)).......,11,-2.562,48,0.000005
17314,......((..((......)).....)).(((.(((.((.(.............).)).))).)))..((...))..,15,-2.562,26,0.000005
17315,.....((...........))......(.....).....................((....)).....((...))..,7,-2.562,43,0.000005
17316,.....(((...........(((.(((..((......)).))).))).........)))......(.......)...,12,-2.561,48,0.000005
17317,.......((.((((...((..((((((..(.....(((.......))).....).))))))..)).)))).))...,18,-2.561,53,0.000005
17318,.(((......................)))...(((.((.((..(.....)..)).)).)))......((...))..,13,-2.561,27,0.000005
17319,.....((((((..................)))....)))...............((....))..............,8,-2.561,46,0.000005
17320,...........((.....))........((......))................((....)).....((...))..,8,-2.561,42,0.000005
17321,..((...))..........((...))..(((.((((((.((...........)).)))))).)))...(...)...,16,-2.561,22,0.000005
17322,...(...)..((......))........((..(.((....)).).))..((((.(((......))).)))).....,15,-2.561,46,0.000005
17323,.(........)........(((.(((.............))).)))........(((......))).((...))..,12,-2.561,49,0.000005
17324,.......((.(.......).))......((..(.((....)).).)).......((....)).....((...))..,12,-2.561,48,0.000005
