,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
286,..........((......)).....(((....((((((.((..(.....)..)).)))))).)))...........,14,-5.007,23,0.000293
287,..........((....((((........(((.(((.((.((..((...))..)).)).))).))))))))).....,18,-5.006,10,0.000293
288,..........((......))............((((((.((..((...))..)).))))))...............,12,-5.006,22,0.000293
289,.(....)...((......))........(((.((((((.((...........)).)))))).)))..((...))..,16,-5.005,20,0.000293
290,.......((.((((..............(((.(((.((.((..(.....)..)).)).))).))).)))).))...,17,-5.002,22,0.000291
291,.....((...........))........(((.((((((.((.(.....)...)).)))))).)))..((...))..,16,-5.0,20,0.000290
292,.(....).........((((........(((.((((((.((..(.....)..)).)))))).))))))).......,17,-4.999,6,0.000290
293,..(.....).((......))........(((.((((((.((..(.....)..)).)))))).)))...........,15,-4.999,16,0.000290
294,.....(((.........)))........((..((((((.((..(.....)..)).))))))..))..((...))..,16,-4.987,19,0.000284
295,..............((((((........(((.(((.((.(.............).)).))).))))))))).....,15,-4.987,6,0.000284
296,..........((......))........((..((((((.((...........)).))))))..))...........,12,-4.985,18,0.000283
297,.......((.((((..(..(.((((((.((....((((.......))))....)))))))))..).)))).))...,20,-4.984,56,0.000282
298,.......((.((((.......(....).(((.((((((.((..(.....)..)).)))))).))).)))).))...,19,-4.98,22,0.000281
299,..........((......)).....(((....((((((.((..((...))..)).)))))).)))...........,15,-4.98,25,0.000280
300,..........((......))........(((.(((.((.((...........)).)).))).)))...(...)...,13,-4.978,19,0.000280
301,.....((...........))........(((..(((((.((..(.....)..)).)))))..)))..((...))..,15,-4.975,18,0.000278
302,.......((.((((..............(((.(((.((.((..((...))..)).)).))).))).)))).))...,18,-4.974,24,0.000278
303,.............(((((((........(((.((((((.((...........)).)))))).))))))))).)...,18,-4.973,4,0.000277
304,...(...)......((((((........(((.((((((.((...........)).)))))).))))))))).....,18,-4.972,4,0.000277
305,.......((.((((.....(((....)))...((((((.((...........)).)))))).....)))).))...,17,-4.972,32,0.000277
306,......((.................)).(((.((((((.((...........)).)))))).)))..((...))..,15,-4.972,20,0.000277
307,.(....).........((((........(((.((((((.((..((...))..)).)))))).))))))).......,18,-4.972,8,0.000277
308,..(.....).((......))........(((.((((((.((..((...))..)).)))))).)))...........,16,-4.972,18,0.000276
309,...................(((....)))...((((((.((...........)).))))))......((...))..,13,-4.971,26,0.000276
310,..........((....((((.((((((.((....(((((.....)))))....))))))))....)))))).....,19,-4.97,43,0.000276
311,..............(.((((........(((.((((((.((...........)).)))))).))))))).).....,16,-4.965,4,0.000273
312,.....(((.........)))........((..((((((.((..((...))..)).))))))..))..((...))..,17,-4.96,21,0.000271
313,.......((...........))......(((.((((((.((..(.....)..)).)))))).)))..((...))..,16,-4.958,18,0.000270
314,..........((......))........(((.((.(((.((..(.....)..)).))).)).)))...........,13,-4.957,16,0.000269
315,..........((......))........(((.(((.((.(.............).)).))).)))..((...))..,13,-4.956,22,0.000269
316,..(.....)...................(((.((((((.((..(.....)..)).)))))).)))..((...))..,15,-4.956,16,0.000269
317,.......((.((((.......(....).(((.((((((.((..((...))..)).)))))).))).)))).))...,20,-4.953,24,0.000268
318,.....((...........))........(((..(((((.((..((...))..)).)))))..)))..((...))..,16,-4.948,20,0.000266
319,.......((.(((((....)........(((.((((((.((..(.....)..)).)))))).))).)))).))...,19,-4.947,20,0.000265
320,.......((.((((.......((((((.......(((((.....)))))......)))))).....)))).))...,17,-4.943,56,0.000264
321,...(...)..((......))........(((.((((((.((...........)).)))))).)))..((...))..,16,-4.941,20,0.000263
322,.....(((.........)))........(((.((((((.(.............).)))))).)))...........,13,-4.938,19,0.000261
323,...(...)........((((........(((.((((((.((..(.....)..)).)))))).))))))).......,17,-4.936,6,0.000260
324,............................(((.(((.((.((..(.....)..)).)).))).)))..((...))..,13,-4.935,16,0.000260
325,..........((......))........((.((.((....)).))))..((((.(((......))).)))).....,15,-4.934,46,0.000259
326,.......(..((......)).)......(((.((((((.((..(.....)..)).)))))).)))..((...))..,17,-4.933,18,0.000259
327,.......((...........))......(((.((((((.((..((...))..)).)))))).)))..((...))..,17,-4.931,20,0.000258
328,.......((.((((............(.(((.(((.((.((..(.....)..)).)).))).)))))))).))...,18,-4.93,23,0.000257
329,..........((......))........(((.((.(((.((..((...))..)).))).)).)))...........,14,-4.929,18,0.000257
330,..(.....)...................(((.((((((.((..((...))..)).)))))).)))..((...))..,16,-4.928,18,0.000257
331,..((...)).((......))........(((.((((((.((..(.....)..)).)))))).)))...(...)...,17,-4.924,19,0.000255
332,..........((......))........(((.((((((.((...........)).)))))).)))..(.....)..,14,-4.922,17,0.000254
333,.......((.(((((....)........(((.((((((.((..((...))..)).)))))).))).)))).))...,20,-4.92,22,0.000253
334,...((.......))..............(((.((((((.((..(.....)..)).)))))).)))..((...))..,16,-4.919,18,0.000253
335,..........((......))......(.(((.((((((.((..(.....)..)).)))))).))))..(...)...,16,-4.918,16,0.000253
336,.(((((((...........(((....))).......)))...))))........(((......))).((...))..,15,-4.916,54,0.000252
337,.......((.((((.......(((.((.((....(((((.....)))))....)))).))).....)))).))...,18,-4.914,56,0.000251
338,..........((......))........(((.((((((.((.(.....)...)).)))))).)))...........,14,-4.913,18,0.000250
339,.....((...........))........((..((((((.((..(.....)..)).))))))..))...........,13,-4.912,16,0.000250
340,.....(((...........(((....))).......)))..........((((.(((......))).)))).....,13,-4.91,47,0.000249
341,...(...)........((((........(((.((((((.((..((...))..)).)))))).))))))).......,18,-4.908,8,0.000248
342,............................(((.(((.((.((..((...))..)).)).))).)))..((...))..,14,-4.907,18,0.000248
343,.......((.((((..(....((((((.((....(((((.....)))))....))))))))...).)))).))...,20,-4.907,57,0.000248
344,...((..((....))..)).........(((.((((((.((..(.....)..)).)))))).)))..((...))..,18,-4.906,19,0.000248
345,.......(..((......)).)......(((.((((((.((..((...))..)).)))))).)))..((...))..,18,-4.905,20,0.000247
346,.....((...........))........(((.(((.((.((..(.....)..)).)).))).)))...(...)...,14,-4.905,17,0.000247
347,.......((.((((............(.(((.(((.((.((..((...))..)).)).))).)))))))).))...,19,-4.902,25,0.000246
348,.......((.(((.....((........(((.((((((.((..(.....)..)).)))))).)))))))).))...,19,-4.901,15,0.000245
349,.(........)...((((((........(((.((((((.((...........)).)))))).))))))))).....,18,-4.898,4,0.000244
350,.....((((..........(((.(((..((......)).))).)))........)))).........((...))..,14,-4.897,51,0.000244
351,...................(((.(((..((......)).))).)))...((...(((......))).)).......,13,-4.897,46,0.000244
352,..((...)).((......))........(((.((((((.((..((...))..)).)))))).)))...(...)...,18,-4.897,21,0.000244
353,.......((.((......))))......(((.((((((.((...........)).)))))).)))..((...))..,17,-4.896,22,0.000243
354,..........((......))......(.(((.((((((.((...........)).)))))).))).).........,14,-4.894,17,0.000242
355,...((.......))..............(((.((((((.((..((...))..)).)))))).)))..((...))..,17,-4.891,20,0.000241
356,..........((......))......(.(((.((((((.((..((...))..)).)))))).))))..(...)...,17,-4.891,18,0.000241
357,..((...)).....((((((.....(((....((((((.((..(.....)..)).)))))).))))))))).....,20,-4.889,13,0.000241
358,..........((......))........(((..(((((.((..(.....)..)).)))))..)))...........,13,-4.889,16,0.000240
359,...................(((.(((.............))).)))........((....)).....((...))..,10,-4.888,48,0.000240
360,...................(((.(((..((......)).))).)))........((....))...(....).....,11,-4.887,46,0.000240
361,.......((.((((..(..(((....)))...((((((.((..(.....)..)).))))))...).)))).))...,19,-4.886,30,0.000239
362,.....((...........))........((..((((((.((..((...))..)).))))))..))...........,14,-4.884,18,0.000239
363,.....(.............)........(((.((((((.((..(.....)..)).)))))).)))..((...))..,15,-4.883,15,0.000238
364,...((..((....))..)).........(((.((((((.((..((...))..)).)))))).)))..((...))..,19,-4.879,21,0.000236
365,..........((......))......(.(((.((((((.((...........)).)))))).)))).((...))..,16,-4.879,19,0.000236
366,.......((.((((...((..((((((.......(((((.....)))))......))))))..)).)))).))...,19,-4.878,56,0.000236
367,.....((...........))........(((.(((.((.((..((...))..)).)).))).)))...(...)...,15,-4.877,19,0.000236
368,..............(....)........(((.((((((.((..(.....)..)).)))))).)))...(...)...,14,-4.876,13,0.000235
369,.....((..(.....)..))........(((.((((((.((..(.....)..)).)))))).)))..((...))..,17,-4.876,17,0.000235
370,..........(((....(((........(((.((((((.((..(.....)..)).)))))).))))))))).....,18,-4.874,9,0.000235
371,.......((.(((.....((........(((.((((((.((..((...))..)).)))))).)))))))).))...,20,-4.873,17,0.000234
372,.......((.((((.....(((....)))((.((((((.((..(.....)..)).)))))).))..)))).))...,20,-4.871,26,0.000233
373,..............((((((........(((.((((((.......(((....))))))))).))))))))).....,18,-4.87,10,0.000233
374,..((...)).....((((((........(((.(((.((.((..(.....)..)).)).))).))))))))).....,19,-4.869,6,0.000232
375,................((((.((((((.((.(..(((((.....))))).)..))))))))....)))).......,18,-4.868,43,0.000232
376,.....(((........).))........(((.((((((.((..(.....)..)).)))))).)))...........,15,-4.866,15,0.000231
377,..........(........)........(((.((((((.((...........)).)))))).)))..((...))..,14,-4.864,17,0.000230
378,..........((....((((.((((((.((....((((.......))))....))))))))....)))))).....,18,-4.863,41,0.000230
379,..((...)).....((((((.....(((....((((((.((..((...))..)).)))))).))))))))).....,21,-4.862,15,0.000230
380,..........((......))........(((..(((((.((..((...))..)).)))))..)))...........,14,-4.861,18,0.000229
381,.(........).....((((........(((.((((((.((..(.....)..)).)))))).))))))).......,17,-4.861,6,0.000229
382,..........((....((((........((..((((((.((..(.....)..)).))))))..)))))))).....,17,-4.86,8,0.000229
383,.......((.((((..(..(((....)))...((((((.((..((...))..)).))))))...).)))).))...,20,-4.859,32,0.000228
384,.....(.............)........(((.((((((.((..((...))..)).)))))).)))..((...))..,16,-4.856,17,0.000227
385,.....(((.........)))........(((.(((.((.((...........)).)).))).)))..((...))..,15,-4.853,21,0.000226
386,..........((......))............((((((.((..(.....)..)).)))))).......(...)...,12,-4.853,21,0.000226
387,...........((.....))........(((.((((((.((...........)).)))))).)))..((...))..,15,-4.852,18,0.000226
388,..............(....)........(((.((((((.((..((...))..)).)))))).)))...(...)...,15,-4.849,15,0.000225
389,.......((.((((...((..(((.((.((....(((((.....)))))....)))).)))..)).)))).))...,20,-4.849,56,0.000225
390,.....((..(.....)..))........(((.((((((.((..((...))..)).)))))).)))..((...))..,18,-4.848,19,0.000225
391,.....((...........))........(((.((((((.((..(.....)..)).)))))).)))..(.....)..,15,-4.848,15,0.000225
392,.......((....)).............(((.((((((.((..(.....)..)).)))))).)))..((...))..,16,-4.848,17,0.000224
393,..........(((....(((........(((.((((((.((..((...))..)).)))))).))))))))).....,19,-4.847,11,0.000224
394,.(....)...((......))........(((.((((((.((..(.....)..)).)))))).)))...........,15,-4.845,16,0.000223
395,.......((.((((.....(((....)))((.((((((.((..((...))..)).)))))).))..)))).))...,21,-4.843,28,0.000223
396,.......((.((((....(......)..(((.((((((.((..(.....)..)).)))))).))).)))).))...,19,-4.843,21,0.000222
397,..((...)).....((((((........(((.(((.((.((..((...))..)).)).))).))))))))).....,20,-4.841,8,0.000222
398,..........((......))........(((.((((((.......(((....))))))))).)))..((...))..,16,-4.839,26,0.000221
399,.....(((........).))........(((.((((((.((..((...))..)).)))))).)))...........,16,-4.839,17,0.000221
400,..............((((((............((((((.((..(.....)..)).))))))....)))))).....,15,-4.837,6,0.000220
401,.......((.((((.......((((((.......((((.......))))......)))))).....)))).))...,16,-4.836,54,0.000220
402,.(.........)..((((((........(((.((((((.((...........)).)))))).))))))))).....,18,-4.835,4,0.000219
403,.(........).....((((........(((.((((((.((..((...))..)).)))))).))))))).......,18,-4.834,8,0.000219
404,.......((....)).((((........(((.((((((.((..(.....)..)).)))))).))))))).......,18,-4.833,7,0.000219
405,..........((....((((........((..((((((.((..((...))..)).))))))..)))))))).....,18,-4.832,10,0.000218
406,.............(.(((((........(((.((((((.((..(.....)..)).)))))).))))))))..)...,18,-4.832,4,0.000218
407,...((.......))((((((........(((.((((((.((..(.....)..)).)))))).))))))))).....,20,-4.831,4,0.000218
408,.(((((((...........(((....))).......)))...))))........(((......)))..........,13,-4.829,52,0.000217
409,.......((.((((..............((..((((((.((..(.....)..)).))))))..)).)))).))...,17,-4.828,22,0.000217
410,..........((......)).....(((....((((((.((..(.....)..)).)))))).)))...(...)...,15,-4.826,24,0.000216
411,..........((......))............((((((.((..((...))..)).)))))).......(...)...,13,-4.825,23,0.000216
412,..........((......))..............(((((.....))))).....((....)).....((...))..,11,-4.821,48,0.000214
413,.....((...........))........(((.((((((.((..((...))..)).)))))).)))..(.....)..,16,-4.821,17,0.000214
414,.......((....)).............(((.((((((.((..((...))..)).)))))).)))..((...))..,17,-4.82,19,0.000214
415,.....((...........))......(.(((.((((((.((..(.....)..)).)))))).))).).........,15,-4.82,15,0.000214
416,.......((.((((.....(((.(((..((......)).))).)))........(((......))))))).))...,17,-4.819,53,0.000214
417,..(.....).((......))........(((.((((((.((..(.....)..)).)))))).)))...(...)...,16,-4.819,17,0.000213
418,.(....)...((......))........(((.((((((.((..((...))..)).)))))).)))...........,16,-4.818,18,0.000213
419,.......((.((((....(......)..(((.((((((.((..((...))..)).)))))).))).)))).))...,20,-4.815,23,0.000212
420,..............((((((........((..((((((.(.............).))))))..)))))))).....,15,-4.813,6,0.000211
421,.....((...........))............((((((.((...........)).))))))......((...))..,12,-4.812,24,0.000211
422,......((.................)).(((.((((((.((..(.....)..)).)))))).)))...........,14,-4.812,16,0.000211
423,...................(((....)))...((((((.((..(.....)..)).))))))...............,12,-4.811,22,0.000211
424,..............((.(((........(((.((((((.((...........)).)))))).)))))).)).....,16,-4.81,4,0.000211
425,..............((((((............((((((.((..((...))..)).))))))....)))))).....,16,-4.81,8,0.000210
426,.......((.((((.......(((((((......(((((.....))))).....))))))).....)))).))...,18,-4.808,58,0.000210
427,.......((.((((.......(((.((.((....((((.......))))....)))).))).....)))).))...,17,-4.807,54,0.000209
428,.......((....)).((((........(((.((((((.((..((...))..)).)))))).))))))).......,19,-4.806,9,0.000209
429,..((...)).....((((((.((((((.((....(((((.....)))))....))))))))....)))))).....,21,-4.805,41,0.000209
430,.....((...........))......(.(((.((((((.((..(.....)..)).)))))).)))).((...))..,17,-4.805,17,0.000209
431,..........((......))........((..((((((.((...........)).))))))..))...(...)...,13,-4.805,19,0.000209
432,.............(.(((((........(((.((((((.((..((...))..)).)))))).))))))))..)...,19,-4.804,6,0.000208
433,...((.......))((((((........(((.((((((.((..((...))..)).)))))).))))))))).....,21,-4.804,6,0.000208
434,................((((........(((.((.(((.((...........)).))).)).))))))).......,14,-4.803,8,0.000208
435,.......((.((((..............((..((((((.((..((...))..)).))))))..)).)))).))...,18,-4.801,24,0.000207
436,.......((.((((..(....((((((.((....((((.......))))....))))))))...).)))).))...,19,-4.799,55,0.000207
437,..........((......)).....(((....((((((.((..((...))..)).)))))).)))...(...)...,16,-4.799,26,0.000207
438,.(.........)....((((........(((.((((((.((..(.....)..)).)))))).))))))).......,17,-4.798,6,0.000206
